Otu	HL1CKP1	HL1CKP2	HL1CKP3	HL1CKU1	HL1CKU2	HL1CKU3	HL1SP1	HL1SP2	HL1SP3	HL1SU1	HL1SU2	HL1SU3	HL2CKP1	HL2CKP2	HL2CKP3	HL2CKU1	HL2CKU2	HL2CKU3	HL2SP1	HL2SP2	HL2SP3	HL2SU1	HL2SU2	HL2SU3	HL3CKP1	HL3CKP2	HL3CKP3	HL3CKU1	HL3CKU2	HL3CKU3	HL3SP1	HL3SP2	HL3SP3	HL3SU1	HL3SU2	HL3SU3	SY1CKP1	SY1CKP2	SY1CKP3	SY1CKU1	SY1CKU2	SY1CKU3	SY1SP1	SY1SP2	SY1SP3	SY1SU1	SY1SU2	SY1SU3	SY2CKP1	SY2CKP2	SY2CKP3	SY2CKU1	SY2CKU2	SY2CKU3	SY2SP1	SY2SP2	SY2SP3	SY2SU1	SY2SU2	SY2SU3	SY3CKP1	SY3CKP2	SY3CKP3	SY3CKU1	SY3CKU2	SY3CKU3	SY3SP1	SY3SP2	SY3SP3	SY3SU1	SY3SU2	SY3SU3
Otu8711	0	2	2	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu8712	0	1	0	2	0	0	0	0	1	3	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu8713	2	6	7	0	0	0	3	5	0	1	0	0	4	2	0	0	0	0	4	5	1	0	0	0	2	0	3	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	3	0	0	0	3	0	1	0	0	1	0	0	0	7	0	1	0	0	0	1
Otu8714	 0	14	 4	 1	 0	 0	 0	 8	 6	 0	 0	 0	 0	 5	 0	 1	 1	 0	 8	 3	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 2	 0	 2	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8715	0	9	1	3	1	0	0	3	1	6	1	0	3	1	0	5	1	0	0	8	0	3	0	0	0	1	1	3	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu8716	 1	 2	 8	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 2	 2	 0	 0	 0	 0	 2	 1	 0	 0	 0	 7	 3	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	10	 4	 3	 0	 0	 0	 1	 1	 0	 0	 0	 0
Otu8717	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	0	2	0	0	0	4	4	8	0	0	0	2	0	2	0	0	0	5	2	2	0	0	0	0	0	1	0	0	0
Otu8718	0	3	0	6	0	0	0	0	0	5	0	0	0	0	0	9	0	0	0	0	0	8	0	0	0	1	0	1	1	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8719	 4	11	 8	 0	 0	 0	 6	14	 4	 1	 0	 0	 8	14	 1	 0	 0	 0	 3	13	 0	 0	 1	 0	 5	 3	 0	 0	 0	 0	 3	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu872	 40	 61	124	  6	  0	  1	 42	 36	 78	  4	  1	  0	142	 75	  9	  6	  1	  2	 82	 42	 12	  0	  4	  0	 86	  6	 22	  2	  1	  0	 38	  1	 38	  3	  0	  0	  3	  2	  1	  0	 10	  1	  4	  2	  1	  0	  4	  0	  9	  5	  1	  0	  0	  0	  2	  5	  0	  1	  1	  0	  5	  1	  1	  0	  1	  0	  2	  0	  1	  0	  0	  0
Otu8720	0	3	2	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8721	 3	 1	 1	 0	 0	 0	 5	 0	 0	 0	 0	 0	 9	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 5	 0	 1	 0	 0	 0	12	 0	 0	 0	 0	 0	 4	 3	 1	 0	 0	 0	 0	 2	 1	 0	 0	 1	 1	 4	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 5	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0
Otu8722	14	 8	55	 0	 0	 0	19	 6	35	 1	 0	 0	40	19	 2	 0	 0	 1	24	10	11	 0	 1	 0	23	 0	19	 0	 0	 0	14	 2	12	 0	 0	 0	15	 3	 6	 0	 0	 0	 0	 1	 4	 0	 0	 0	 0	11	 4	 0	 1	 0	 0	 8	 2	 0	 0	 1	 0	 3	 0	 0	 0	 0	 2	 3	 0	 0	 0	 0
Otu8723	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8724	0	1	2	1	0	0	0	1	1	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	3	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0
Otu8725	 9	 7	22	 0	 0	 0	 6	 3	12	 0	 0	 0	13	 6	 0	 0	 0	 0	10	 3	 1	 0	 0	 0	 4	 0	 3	 0	 0	 0	 5	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8726	0	3	8	0	0	0	1	3	2	0	0	0	1	2	1	0	0	0	0	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8727	1	0	1	4	0	1	0	0	1	1	0	1	0	1	0	3	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	4	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu8728	0	0	4	0	0	0	1	0	1	0	0	0	4	0	0	0	0	1	4	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8729	 4	 3	11	 0	 0	 0	 7	 4	 7	 0	 0	 0	 5	 7	 1	 0	 0	 0	 3	 5	 1	 0	 0	 0	 2	 0	 3	 0	 0	 0	 3	 0	 8	 0	 0	 0	 5	 5	 5	 0	 0	 0	 1	 0	 0	 0	 0	 0	 3	 4	 2	 1	 0	 0	 0	 1	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu873	 1	 4	 2	69	 5	 3	 0	 1	 0	79	 4	 2	 0	 4	 1	56	30	13	 0	 1	 0	41	21	15	 0	 0	 0	15	80	 4	 0	 0	 1	36	48	 5	 0	 2	 0	 1	 1	 1	 1	 0	 0	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0
Otu8730	0	1	8	1	0	0	0	0	6	2	0	0	0	1	0	1	0	3	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8731	 2	 2	12	 0	 0	 0	 0	 1	 7	 0	 0	 0	 2	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 3	 0	 6	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8732	0	5	6	0	0	0	0	4	5	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8733	  1	  2	  6	  8	  0	  0	  1	  4	  6	  6	  0	  1	  4	  2	  0	  1	  0	  2	  3	  0	  0	  0	  0	  0	  3	  2	  1	  1	  1	  1	  4	  0	  5	  0	  0	  0	137	390	 21	  3	  3	  3	 35	100	 13	  0	  1	  2	119	228	  9	 12	  0	  4	 25	 84	  8	  1	  0	  1	 20	159	  3	  1	  0	 24	  7	 79	  2	  0	  0	 12
Otu8734	1	1	5	0	0	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8735	 0	 0	27	 0	 0	 1	 1	 0	 6	 0	 0	 0	 8	 1	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 0	 4	 0	 0	 0	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8736	 0	10	 5	11	 0	 0	 1	 1	 0	 8	 0	 0	 0	 4	 0	 4	 0	 0	 0	 6	 0	 3	 0	 0	 0	 1	 1	 2	 2	 0	 0	 0	 4	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8737	 0	 9	10	 1	 0	 0	 0	 8	 5	 7	 0	 0	 0	12	 3	11	 0	 4	 0	 4	 0	 4	 1	 2	 1	 0	 6	 2	 0	 0	 0	 0	 4	 0	 0	 0	 5	15	 1	 0	 0	10	 2	 9	 1	 0	 0	 6	 5	17	 3	 2	 2	19	 1	32	 3	 0	 0	 2	 1	12	 2	 0	 0	 8	 0	16	 1	 0	 1	 8
Otu8738	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 6	 2	 3	 0	 0	 0	 0	 1	 1	 0	 0	 0	 5	 1	10	 0	 0	 0	 2	 0	 4	 0	 0	 0	 1	 3	 6	 0	 0	 0	 0	 0	 2
Otu8739	 5	 5	32	 0	 0	 0	 8	 6	10	 0	 0	 0	25	 8	 0	 0	 0	 0	 9	 5	 2	 0	 0	 0	14	 0	 8	 0	 1	 0	 6	 0	 5	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu874	 0	 2	 0	 2	 0	 1	 1	 2	 0	 2	 0	 5	 0	 2	 0	 0	 0	 8	 1	 0	 0	 2	 0	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 6	 0	 2	 0	 1	11	53	 2	 0	 0	 0	 2	70	 0	 0	 0	 0	12	86	 0	 1	 0	 0	 9	73	 0	 0	 0	 0	 4	26	 0	 0	 0	 0	18	60
Otu8740	0	2	5	0	0	0	0	0	1	1	0	0	5	4	0	2	0	2	3	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8741	0	0	3	0	0	0	1	3	2	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8742	3	8	6	0	0	0	2	4	3	0	0	0	2	2	0	0	0	0	4	4	1	0	0	0	0	0	6	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu8743	0	0	5	1	0	0	0	0	8	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Otu8744	 1	 0	11	 0	 0	 0	 1	 1	 9	 0	 0	 0	 3	 0	 1	 0	 0	 0	 3	 2	 1	 0	 0	 0	 1	 0	 3	 0	 0	 0	 3	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8745	0	3	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	4	2	1	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8746	0	1	4	0	0	0	0	0	6	1	0	1	4	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8747	 0	 1	17	 0	 0	 0	 0	 0	 9	 0	 0	 0	 1	 1	 4	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 3	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
Otu8748	0	1	7	3	0	0	0	4	5	2	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8749	0	1	7	0	0	0	1	2	2	0	0	0	1	4	1	0	0	2	0	2	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu875	 27	 54	 58	 14	  1	  1	 81	125	 52	 18	  0	  4	 98	 48	  4	  9	  0	  3	188	121	 13	  6	  0	  3	 61	  4	  8	  3	  0	  1	101	  5	 55	  5	  1	  0	  0	  0	  0	  0	  2	  0	 47	 28	 12	  0	  1	  0	  0	  0	  0	  0	  2	  1	  5	 10	  1	  1	  1	  1	  0	  0	  0	  0	  1	  0	  1	  6	  0	  0	  1	  0
Otu8750	 1	 1	 8	 2	 0	 0	11	 5	30	 0	 0	 0	 1	 1	 2	 0	 0	 0	 3	 1	 2	 0	 0	 0	 2	 0	 5	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8751	 0	 3	12	 0	 0	 0	 0	 0	 7	 0	 0	 0	 3	 1	 1	 0	 0	 0	 1	 4	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8752	 6	 2	24	 1	 0	 0	 8	 2	13	 0	 0	 1	16	 3	 3	 0	 0	 0	13	 4	 4	 0	 0	 0	17	 0	 4	 0	 0	 0	 7	 0	 6	 0	 0	 0	 1	 7	 1	 0	 1	 0	 1	 5	 2	 0	 1	 0	 0	 9	 0	 0	 0	 4	 0	 7	 0	 2	 0	 1	 1	 5	 0	 0	 0	 0	 2	 4	 0	 0	 0	 0
Otu8753	0	0	1	0	0	7	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	5	1	0	0	0	0	3	0	1	1	0	0	3	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1	7	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu8754	0	0	1	4	0	0	0	0	0	3	0	1	0	0	0	3	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8755	 0	 0	 1	 6	 0	 0	 0	21	 4	 9	 0	 0	 1	 0	 0	 2	 0	 0	 0	 3	 0	 2	13	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8756	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8757	1	2	0	3	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8758	0	4	0	2	0	0	0	2	0	6	0	0	0	7	0	2	0	0	0	5	1	4	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8759	 0	 3	 3	11	 0	 0	 0	 5	 0	 9	 2	 0	 4	 2	 0	 7	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 4	 1	 0	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 1	 0	 0	12	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu876	 13	 99	 94	 21	  0	  0	  5	 49	 47	 26	  0	  0	 65	167	 12	 25	  0	  1	 28	102	  8	  9	  0	  1	 30	 11	 33	  0	  0	  0	 22	 15	 32	  4	  0	  0	  2	  7	  2	  0	 10	  8	  2	  4	  0	  1	  6	  1	  1	  8	  0	  3	 23	  9	  0	  0	  0	  0	  7	  2	  1	  3	  1	  0	  8	  0	  0	  2	  0	  0	  8	  2
Otu8760	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 8	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8761	0	3	0	5	0	0	0	0	0	4	0	0	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	1	2	0	0	0	0	5	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
Otu8762	0	2	0	1	0	0	0	3	0	1	0	0	2	2	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1
Otu8763	0	5	0	5	1	0	0	2	0	3	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu8764	 0	 3	 0	 9	 1	 3	 0	 2	 0	10	 0	 0	 0	 0	 0	 9	 4	 9	 0	 2	 0	 6	 1	 4	 2	 2	 0	 2	 5	 1	 0	 0	 0	 3	 8	 2	 0	 2	 2	 2	 5	 5	 0	 0	 1	 1	 3	 2	 1	 2	 0	 2	 6	 4	 2	 0	 0	 1	 3	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
Otu8765	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Otu8766	0	0	0	4	0	0	0	0	0	5	0	0	0	1	0	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8767	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8768	 0	 0	 0	 5	 0	 0	 0	 2	 0	15	 0	 0	 0	 0	 0	 3	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 9	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 0	 1	 0
Otu8769	1	6	5	3	0	0	0	8	2	0	0	0	0	5	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu877	  3	  7	  4	  2	  0	  1	  5	  5	  0	  2	  1	  0	  7	  2	  0	  4	  0	  2	  5	  0	  0	  2	  0	  3	  3	  2	  1	  2	  2	  1	  3	  1	  3	  0	  1	  1	141	 87	126	  1	  9	  9	 33	 26	 50	  0	  0	  1	213	174	151	  3	  8	 11	 74	 77	 72	  0	  3	  0	133	100	 47	  1	  1	  1	 45	 35	 44	  1	  2	  0
Otu8770	 0	 0	 0	 1	 0	 5	 0	 0	 0	 0	 0	 3	 0	 0	 0	 3	 0	14	 0	 0	 0	 1	 0	15	 0	 0	 0	 0	 0	 2	 0	 0	 0	 1	 2	 8	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
Otu8771	 0	 0	 1	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	11	22	 0	 0	 0	 0	 6	 3	 0	 0	 0	 1	17	18	 0	 0	 0	 1	 9	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 2
Otu8772	 3	11	12	 9	 1	 0	 0	 5	 1	12	 0	 0	10	11	 1	12	 0	 0	 4	 7	 2	 2	 0	 0	 2	 0	 0	 3	 5	 0	 1	 0	 3	 9	 2	 0	 0	 0	 1	 0	 3	 2	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 0	 3	 1
Otu8773	0	0	2	1	0	0	0	2	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8774	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	5	3	0	0	0	0	0	1	0	0	0	0	0	5	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu8775	 1	 1	 0	 8	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 2	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 0	 0	 0	 0	 0	 3	 2	 0	 0	 1	 0	 0	 8	 0	 0	 0	 0	 0	 6	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
Otu8776	 0	 3	 0	11	 0	 0	 1	 5	 2	15	 2	 0	 5	 1	 0	 4	 2	 2	 6	 3	 1	 1	 2	 0	 0	 0	 0	 1	 2	 0	 0	 0	 2	 2	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu8777	 3	 1	21	 4	 0	 0	 2	 1	11	 7	 0	 0	 4	 0	 3	 3	 0	 0	 0	 0	 1	 3	 0	 0	 8	 0	 9	 1	 0	 0	 6	 1	 6	 0	 0	 0	 0	 0	 2	 0	 6	 1	 0	 1	 0	 0	 0	 0	 1	 2	 0	 0	 1	 1	 1	 0	 1	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
