# Constructed from biom file																																				
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP2	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Williopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_family_Incertae_sedis;g__Candida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_family_Incertae_sedis;g__Cyberlindnera	0	5.63E-06	9.18E-05	0	0	1.69E-05	1.15E-05	0	0	0	0.000132468	2.63E-06	5.85E-05	0	0	0	0	0	0.000416349	0.000384271	0	4.31E-06	0	0	0	0.000172998	0	0	0	0	8.93E-06	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_family_Incertae_sedis;g__Schwanniomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__unclassified_Saccharomycetales;g__unclassified_Saccharomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;c__Sordariomycetes_unclassified;c__Sordariomycetes_unclassified;c__Sordariomycetes_unclassified	0.000574035	0.001019018	0.002671943	0.008161417	0.000982157	0.000608514	0.000952906	0.00057166	0.003104144	0.001304821	0.002870137	0.002243491	0.000584992	0.000410341	0.004208647	0.002703872	0.001742843	0.003432985	0.006327332	0.007264543	0.00903174	0.000306291	0.008327506	0.002210629	0.002197066	0.006636838	0.019931689	0.000131397	0.009134234	0.001738366	0.004948859	0.016763182	0.012358804	0	0.009271858	0.006086932
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;f__Chaetosphaeriaceae_unclassified	2.01E-05	1.13E-05	0	3.31E-05	0	2.54E-05	0	1.19E-05	0	0.000315383	2.21E-05	2.63E-06	0	0	0	0.001108587	0.000152499	0	5.28E-05	1.83E-05	0	0	0	0	0	6.29E-05	6.46E-06	0	0	0	0	0	0	0	0.000485946	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria	0	0	0	6.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62E-05	0.000237882	0	0	0	0	0	0.000259497	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium	9.06E-05	0.000140748	0.000578462	0.001424659	0.000654772	0.005366757	0.000447751	0.000690756	0.000155207	0.001261533	0.000176624	0.002735323	0.000160873	0.000410341	0	0.001433052	0.000501067	0.002622419	0.001946872	0.000713645	2.17E-05	4.31E-05	3.22E-05	8.79E-06	8.81E-05	0.001273895	2.58E-05	0	7.07E-05	4.66E-05	1.79E-05	0.000731484	0	0	3.89E-05	0.000314349
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__unclassified_Chaetosphaeriales;g__unclassified_Chaetosphaeriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;f__Coniochaetaceae_unclassified	0	0	0	0	0	0	0	0	0	6.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta	0	0	1.84E-05	0	0	7.61E-05	0	0	0	1.24E-05	0	0.000105205	0	0	0	0	0	0	1.76E-05	7.32E-05	0	0	0	0	6.46E-05	3.15E-05	6.46E-06	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Lecythophora	0	4.50E-05	0	5.52E-06	0	0	0	0	0	0	0	2.63E-06	0	0	0	0.000297426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__unclassified_Coniochaetaceae	0	0	4.59E-06	9.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44E-06	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;o__Coniochaetales_unclassified;o__Coniochaetales_unclassified	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	5.86E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe	0	0	0	0	0	0	0	0	0	0	0	2.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19E-05	0	0	0	0	0	0	0	0.000234333
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Togniniaceae;g__Phaeoacremonium	0.000936584	0.000681222	0.002915265	0.000104917	0.000218257	0.000202838	0.000218135	2.38E-05	0.000931243	6.18E-06	2.21E-05	5.26E-06	0	0.002051703	0.000191302	2.70E-05	0.000457496	4.77E-05	0.000193514	0.028545811	3.26E-05	4.31E-06	4.82E-05	4.39E-06	1.76E-05	1.57E-05	0.00013559	0	1.09E-05	9.99E-06	1.79E-05	0.000975312	0.000265781	0	1.94E-05	5.72E-06
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	0.00025177	0	9.18E-05	5.52E-06	5.46E-05	8.45E-05	0.000172212	1.19E-05	0	0.000173152	0	0.000197259	0.000248622	0	0	5.41E-05	0	0	0.000234563	1.83E-05	0	8.63E-06	0	0.00018019	0	0.000165135	2.58E-05	2.19E-05	0	6.66E-06	0	0	0	0	1.94E-05	1.71E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Stephanonectria	0	0	3.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18E-05	0	6.45E-05	0	0	0	0	0	0	1.57E-05	0	0	0	0	0.000133994	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__unclassified_Bionectriaceae	2.01E-05	0	1.84E-05	0	5.46E-05	7.61E-05	3.44E-05	0	0	0	0	6.31E-05	1.46E-05	0	0.000382604	0	0	0	9.38E-05	0.000384271	3.62E-06	4.31E-06	0	5.71E-05	5.87E-06	0.00037745	0	0	1.09E-05	0.00048954	0	0	6.64E-05	0	0	0.000445803
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Nomuraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Pochonia	7.05E-05	0.000444765	0.001625203	5.52E-06	0	0	1.15E-05	0.000404926	0	8.04E-05	0.00011039	1.58E-05	0.000219372	0	0.000382604	5.41E-05	0	0.000143041	8.21E-05	0.00078684	1.09E-05	4.31E-06	0	0.000659233	5.87E-06	7.86E-06	1.94E-05	6.57E-05	5.44E-06	0.000589446	0	0	0	0	0	0.000377218
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordyceps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000572738	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Isaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium	0	0	0	4.97E-05	0	0	0	0	0	1.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;f__Hypocreaceae_unclassified	1.01E-05	0	5.05E-05	5.52E-06	0	1.69E-05	0	1.19E-05	0	2.47E-05	2.21E-05	3.42E-05	0	0	0	0.000378542	0	4.77E-05	0.000293204	0.000311076	0	0	0	0	0	0.000314542	0	0	5.44E-06	0	0	0	0	0	0	1.14E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocrea	8.06E-05	7.32E-05	0.000463688	0.003616866	0.000545643	0.001073351	0.000470712	0.000190553	0.00108645	0.003803151	0.001810394	0.001207224	7.31E-05	0	6.38E-05	0.005461821	0.00078428	0.000715205	0.000375301	5.49E-05	3.26E-05	0.002092267	0.002403402	0.005300237	0.001192525	0.001360394	9.04E-05	0.004993102	0.00038626	0.006247461	0.000107195	6.10E-05	0	0.002004582	0.001380088	0.005269625
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.002688903	0.000624923	0.001202834	0.008862703	0.000873029	0.036671428	0.001710638	0.000750304	0.005742666	0.006493185	0.004172738	0.03129315	0.000818989	0.00697579	0.000318837	0.009166126	0.005794954	0.023554093	0.015346273	0.003238852	0.000814486	0.000323546	0.002853537	0.004241068	0.380110088	0.002665744	0.000736058	0.000416092	0.002138031	0.007782684	0.136459869	0.001341055	0.000930233	0.000286369	0.001049644	0.006195525
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;f__Hypocreales_family_Incertae_sedis_unclassified	5.04E-05	0	0.003576364	0.000138048	5.46E-05	5.92E-05	0.000160731	0	0.000310414	8.04E-05	0.00022078	0.000199889	4.39E-05	0	6.38E-05	0.000270387	4.36E-05	0.000333762	0.000738873	0.000860034	0	1.29E-05	2.41E-05	4.39E-06	1.17E-05	0.000652675	3.23E-05	0	0	9.99E-06	0	0	0	0	0	0.000217186
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Acremonium	0.00013092	0	7.80E-05	0.000176702	0	5.07E-05	0.000183693	0.00055975	0	4.95E-05	0	1.58E-05	0	0.001231022	0.000446372	0	0	0	8.80E-05	1.83E-05	2.90E-05	3.45E-05	0.002041686	0.000237324	8.22E-05	0.000385314	6.46E-06	4.38E-05	0.000233932	0.000239775	0.000303721	0	0	0.000286369	0.000291568	0.000171463
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Cephalosporium	0	0	0	0	0	0	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Emericellopsis	1.01E-05	1.13E-05	5.05E-05	2.76E-05	0	1.69E-05	6.89E-05	1.19E-05	0	0	0	4.73E-05	4.39E-05	0	0	2.70E-05	0	0.000143041	0.000216971	0.000182986	7.96E-05	0	8.84E-05	6.59E-05	0.000499333	0.00011009	3.87E-05	0	4.90E-05	0.00016651	0.001232748	0	0.002392027	0	3.89E-05	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Geosmithia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Gliomastix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Myrothecium	0.002960815	0.001491932	0.000817192	0.000469364	0.000709336	0.000583159	0.001653234	0.0008694	0.001241658	0.000222623	0.00044156	0.001044157	0.001169984	0.000820681	0.000828976	0.000513736	0.000326783	0.000238402	0.000785785	0.000603854	0.000253395	0.000871418	0.0131745	0.003410434	0.000516957	0.000306679	0.000167873	0.001489171	0.023224564	0.115071832	0.000294788	0.000975312	0.000265781	0	0.018699219	0.00246335
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Sarocladium	0.012558285	0.000793821	0.000592235	6.63E-05	0	5.92E-05	0.000160731	0.000154825	0	4.33E-05	8.83E-05	3.16E-05	0.00073124	0	0	5.41E-05	4.36E-05	4.77E-05	7.62E-05	9.15E-05	1.81E-05	2.59E-05	0.013287034	3.52E-05	2.35E-05	7.86E-05	0	0	0.000756199	3.66E-05	0	0.000121914	0	0.000859107	5.83E-05	4.57E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Stachybotrys	0	5.63E-06	0	5.52E-06	5.46E-05	1.69E-05	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	5.28E-05	0.000274479	0	0	6.43E-05	0	0	0	0	0	0	3.33E-06	0	0	6.64E-05	0	0.000369319	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Stilbella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38E-05	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_family_Incertae_sedis;g__Trichothecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;f__Nectriaceae_unclassified	0.000100708	0.000118229	0.00023873	0.00051354	0.000163693	0.000135225	0.000103327	0	0	0.0001546	0.000397404	0.000102575	8.77E-05	0	0.000828976	0.000243348	0.000304998	4.77E-05	0.000375301	0.000439166	2.17E-05	5.18E-05	0.000112534	0.000123057	1.76E-05	0.000542585	6.46E-06	4.38E-05	2.18E-05	5.99E-05	7.15E-05	0	0	0	0	0.000125739
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cylindrocarpon	1.01E-05	0.000106969	0.000532552	0.00228608	0.000491079	0.000388773	1.15E-05	0.000142915	0.000465622	0.000191704	0.001479225	0.000278793	5.85E-05	0	0.000637674	0.001324897	0.001111063	0.000286082	0.000416349	0.000439166	3.62E-06	1.29E-05	2.41E-05	4.39E-06	1.17E-05	0.001100897	1.94E-05	0	5.44E-06	2.00E-05	0	0	0	0	0	2.86E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium	0.048289475	0.014868654	0.117602229	0.089355922	0.058220112	0.105619459	0.018162614	0.017006884	0.060065187	0.059489945	0.062458604	0.064272207	0.018865993	0.012310217	0.02480551	0.100962578	0.064049497	0.05840843	0.034656659	0.087467291	0.064909067	0.111438013	0.121383845	0.020396683	0.012148484	0.056696207	0.049328831	0.088014366	0.10089547	0.027380929	0.005511635	0.046022554	0.058405316	0.024341352	0.089627959	0.020221187
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla	0	0	0	0	0	1.69E-05	0	0	0	0	0	2.37E-05	0	0	0	0	0	0	0	0	0	4.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella	0.052237228	0.010685613	0.013607628	0.004240845	0.009603318	0.004301857	0.016486418	0.004585189	0.009933261	0.003920647	0.016139003	0.00333762	0.013059947	0.010258515	0.008225992	0.007354532	0.018713782	0.0026701	0.00628042	0.006184926	0.000524891	0.00086279	0.189233725	0.038301463	0.001210149	0.001895116	0.000451966	0.002080459	0.137508568	0.015935021	0.002492295	0.003596464	0.004385382	0.001145475	0.12055359	0.020032578
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Haematonectria	1.01E-05	3.94E-05	0.00151961	0	0.000109129	2.54E-05	1.15E-05	1.19E-05	0.000155207	0	4.42E-05	0	0	0	0	0	2.18E-05	0	1.17E-05	0	3.62E-06	1.29E-05	8.04E-06	8.79E-06	0	1.57E-05	1.29E-05	0	7.07E-05	3.33E-06	0	0	0	0	0	5.72E-06
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria	0	0	0	0	5.46E-05	2.54E-05	0	5.95E-05	0	0	0	2.63E-06	1.46E-05	0	0	0	0	0	0.000263883	1.83E-05	1.45E-05	4.31E-06	0.000434059	0.000232929	0	0.00046395	7.75E-05	0	0.00019585	8.33E-05	0.000116128	0	0.000199336	0	0.000136065	2.86E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella	1.01E-05	5.63E-06	3.67E-05	0	5.46E-05	7.61E-05	0	0	0	0	0.00011039	0.000163067	0	0	0.000765209	0	0	0	8.80E-05	0.00012809	0	0	8.04E-06	0	0	7.86E-06	6.46E-06	0	5.44E-06	6.66E-06	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Hirsutella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62E-06	0	0	0	0	0	0	0	0	3.33E-06	0	0	0	0	0	3.43E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Ophiocordyceps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium	0.00025177	7.32E-05	0.000440733	0.000138048	0	0.000515547	0.000252577	0.000166734	0.000310414	0.000136048	8.83E-05	0.001278238	7.31E-05	0.000410341	6.38E-05	0.000486697	0.000152499	4.77E-05	6.45E-05	5.49E-05	4.71E-05	0.01296774	0.001101224	0.00021535	1.17E-05	0.000338133	8.39E-05	0.00810284	0.002002024	0.000399624	3.57E-05	6.10E-05	0	0.004581901	0.00081639	0.000285771
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__unclassified_Ophiocordycipitaceae	0	0	0.000114774	0	0	0	0	0	0	0.000148416	0	0	0	0	0	0	0	0	7.04E-05	0	0	0	0	0	0	0.000220179	0	0	5.44E-06	3.33E-06	0	0	0	0	0	3.43E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unclassified_Hypocreales;g__unclassified_Hypocreales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;o__Hypocreales_unclassified;o__Hypocreales_unclassified	7.05E-05	5.07E-05	3.67E-05	0.000474886	0.000218257	0.000887416	0.00028702	0.000809852	0.000620829	0.000896678	0.00011039	0.000270902	0.000233997	0	0.001275348	0.000621891	0.000130713	0	0.000480854	0.000878333	0.000119458	8.63E-06	0.000112534	8.79E-05	2.94E-05	0.000157271	0	4.38E-05	1.09E-05	2.33E-05	0.000428782	0.000121914	6.64E-05	0	0	4.57E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Ceratocystidaceae;g__Thielaviopsis	0	0	4.59E-06	0	0	0	0	0	0	0	0	2.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	7.86E-06	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__unclassified_Halosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;f__Microascaceae_unclassified	0	1.13E-05	7.35E-05	0	0	0	0	0	0	0	0	1.32E-05	0	0	0	0	0	0	0.000123145	0	0	0	0	0	0	0.000275224	0	0	0	0	0	0	0	0	0	5.72E-06
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Kernia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Pseudallescheria	0	3.38E-05	8.72E-05	0	0	0	0	2.38E-05	0	0	0	0	5.85E-05	0	0	2.70E-05	0	0	9.38E-05	0	0.000184617	2.59E-05	2.41E-05	0.00020656	7.64E-05	0.000165135	3.87E-05	0.000175197	4.35E-05	0.000126548	0.000107195	0	0.000797342	0	0.000116627	0.000171463
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium	1.01E-05	0	4.59E-06	0	0	0	1.15E-05	0	0	0	0	0	1.46E-05	0	0	0	0	0	0	0	3.62E-06	1.73E-05	0.00081989	3.52E-05	0	1.57E-05	0	0	0.000592991	2.00E-05	0	0.000365742	0	0	9.72E-05	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Wardomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__unclassified_Microascaceae	0	0	0	0	0.000109129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__unclassified_Microascales;g__unclassified_Microascales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;o__Microascales_unclassified;o__Microascales_unclassified	1.01E-05	1.13E-05	0	0	0	0	0	1.19E-05	0	0	0	0	0	0	0	0	0	9.54E-05	0	1.83E-05	0	0	0.000723432	0	0	1.57E-05	0	0	7.62E-05	3.33E-06	0	0	0	0	0.000369319	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix	0	0	0	5.52E-06	0	1.69E-05	0	0	0	0	0	1.05E-05	0	0	0	0	0	0	0	0	3.62E-06	0	0	0	0	7.86E-06	0	0	0	0	0	0	0	0	1.94E-05	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae;f__Cephalothecaceae_unclassified	0	0	2.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19E-05	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae;g__Phialemonium	0	0	2.30E-05	0	5.46E-05	0	1.15E-05	0	0	1.86E-05	8.83E-05	0	0	0	0	5.41E-05	0	0	0	0	0	0	0	4.39E-06	0	3.93E-05	0	0	0	3.33E-06	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;f__Chaetomiaceae_unclassified	0.034875172	0.021557014	0.125930245	0.118191456	0.098161183	0.097844001	0.031227756	0.030071696	0.2068912	0.172873327	0.187243343	0.098618925	0.030361086	0.079195732	0.309080474	0.16385464	0.206243737	0.112477948	0.058505835	0.146571758	0.064532594	0.431106184	0.257461397	0.633316779	0.029877751	0.242331071	0.101182213	0.498127587	0.340485491	0.559783803	0.112760731	0.252910698	0.089634551	0.682130584	0.41972165	0.692561369
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomidium	0.000916443	5.63E-05	0.000376459	0.002302646	0.000654772	0.000887416	0.000918463	0.000226282	0.000620829	0.000921414	0.000264936	0.000418189	0.000804364	0	0	0.003704305	0.00078428	0.000381443	0.000609863	0.000457465	6.52E-05	5.61E-05	7.23E-05	4.39E-05	1.17E-05	0.000802082	5.17E-05	8.76E-05	5.44E-05	4.33E-05	9.83E-05	0.000121914	0	0	0	5.72E-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium	0.006546019	0.006046548	0.011578421	0.036384017	0.010039832	0.105661717	0.004879337	0.008658266	0.020642558	0.031563064	0.02130525	0.087030622	0.005732922	0.014772261	0.013454916	0.045479126	0.028408348	0.073284699	0.013938896	0.046624824	0.058784136	0.003347627	0.01067464	0.061396608	0.018299095	0.066454875	0.07223058	0.003482031	0.10147214	0.049356938	0.009826254	0.128619323	0.077475083	0.000859107	0.021051199	0.050021433
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Corynascus	0.000412903	0.000236457	0.000335141	0.000265053	0.000109129	0.000304257	0.000424789	0.000595479	0.011174919	0.000197888	0.000176624	0.000239341	0.000555742	0	0.000127535	0.000757084	8.71E-05	9.54E-05	0.000304932	0.000365972	0.000184617	0.000138046	0.029451719	0.00238203	0.000135114	0.000314542	0.000103306	0.000788384	0.051786045	0.002993852	0.000214391	0.000670527	0.002325581	0.000286369	0.038934028	0.003103478
