# Constructed from biom file																																				
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP2	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;o__Agaricales_unclassified;o__Agaricales_unclassified	0.006747434	0.000219567	0.010600544	4.97E-05	0	8.45E-05	0.001228445	0.000178644	0.006518702	6.18E-05	0.000176624	8.94E-05	0.000146248	0.001231022	6.38E-05	0.000189271	4.36E-05	0.000619845	0.000304932	5.49E-05	1.09E-05	4.31E-06	3.22E-05	8.79E-06	3.52E-05	0.00035386	9.04E-05	0	1.09E-05	2.33E-05	0.000169726	0.000182871	0	0	3.89E-05	4.00E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_family_Incertae_sedis;f__Auriculariales_family_Incertae_sedis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unclassified_Auriculariales;g__unclassified_Auriculariales	1.01E-05	0	1.84E-05	0	0	0	1.15E-05	1.19E-05	0	0	0	0	1.46E-05	0	0	0	0	0	1.17E-05	0	3.62E-06	0	0	0	5.87E-06	6.29E-05	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;o__Auriculariales_unclassified;o__Auriculariales_unclassified	0.00012085	0.000118229	0.00018823	0.008476167	0	4.23E-05	0.000160731	0.000142915	0.000155207	0.000303015	4.42E-05	2.10E-05	7.31E-05	0	0.000127535	0.000108155	0	4.77E-05	8.21E-05	9.15E-05	7.24E-06	8.63E-06	3.22E-05	4.39E-06	2.94E-05	0.000125817	5.81E-05	0	1.09E-05	2.33E-05	1.79E-05	0	0	0	0	2.86E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletinellaceae;g__Phlebopus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_family_Incertae_sedis;g__Minimedusa	0.000191345	0.000202678	0.000573871	0.000590847	0.000600207	0.000405676	0.00057404	0.000309649	0.000155207	9.89E-05	0.000176624	0.000331395	0.000409494	0	0	0.000108155	0.000348569	9.54E-05	0.001049669	0.000933228	3.26E-05	6.04E-05	0.000184877	5.71E-05	0.000129239	0.000990808	5.81E-05	0.000109498	3.26E-05	7.99E-05	0.000142927	0.000121914	0	0	9.72E-05	8.00E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;f__Ceratobasidiaceae_unclassified	0.000986938	0.000242087	0.000303004	0.000121483	0.000327386	9.30E-05	0.00057404	0.000309649	0.000155207	0.000179336	0.00022078	5.52E-05	0.000424119	0.000820681	0	8.11E-05	0.000108928	0.000190721	0.000252155	0.00012809	0.003008167	4.75E-05	0.000104496	6.15E-05	8.81E-05	0.000165135	0.000335746	0	0.000103365	5.00E-05	0.000107195	0	6.64E-05	0	0.000116627	4.00E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium	4.03E-05	0.000551733	4.13E-05	4.42E-05	0	1.69E-05	8.04E-05	0.00027392	0	3.71E-05	2.21E-05	1.05E-05	0.000102374	0	0	2.70E-05	2.18E-05	0	3.52E-05	0	1.45E-05	8.63E-06	0.000538555	8.79E-06	5.87E-06	0	0	0	1.63E-05	2.00E-05	2.68E-05	0	0	0	0.000136065	1.14E-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratorhiza	1.01E-05	0	4.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77E-05	0	0.000201285	0.000952043	0	0	0	7.05E-05	0.000212316	0	0	0	0	0.000509179	0	0.000332226	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus	0	2.81E-05	1.38E-05	2.21E-05	0	0	3.44E-05	3.57E-05	0	6.18E-06	2.21E-05	0	8.77E-05	0.000410341	0	0	4.36E-05	0	1.76E-05	0	3.62E-06	0	0.000522479	4.39E-06	1.17E-05	0	0	0	0	6.66E-06	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unclassified_Ceratobasidiaceae	2.01E-05	2.81E-05	1.84E-05	0.000259531	0	0	2.30E-05	2.38E-05	0	0.000117496	0	0	2.92E-05	0	0	0	0	0	1.76E-05	3.66E-05	3.62E-06	4.31E-06	8.04E-06	4.39E-06	5.87E-06	7.86E-06	1.29E-05	0	0	0	8.93E-06	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema	0.000211487	0.000202678	0.000454506	0.000160136	5.46E-05	0.000101419	0.000470712	0.00027392	0.000155207	6.80E-05	0.000198702	0.000139396	0.00033637	0.000410341	0	0.000108155	0.000108928	4.77E-05	0.001823726	0.001390693	2.90E-05	4.31E-05	8.04E-05	5.27E-05	0.000140988	0.0008414	5.81E-05	2.19E-05	4.90E-05	7.33E-05	7.15E-05	0.000121914	0.00013289	0	9.72E-05	0.000314349
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Laetisaria	0.001319274	0.055004448	0.001776705	0.000982904	0.00469253	0.000752191	0.001779523	0.001917443	0.001396865	0.000779182	0.002229876	0.000334025	0.002091347	0.000820681	0.000637674	0.000540774	0.020652695	0.000762886	0.002480502	0.002012846	0.000209956	0.000232953	0.000578746	0.000334012	0.000563953	0.001651346	0.000303463	0.000131397	0.000261134	0.000343011	0.000607441	0.000548613	0.00013289	0	0.000330444	0.000325779
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Waitea	0.001832885	0.002634809	0.003002493	0.002633962	0.013641076	0.003380634	0.002663544	0.003156039	0.001707279	0.001385213	0.028988387	0.000620708	0.003831698	0.002051703	0.001084045	0.001378975	0.001089277	0.001478091	0.002316308	0.001152812	0.000318554	0.000301977	0.001109262	0.000439489	0.000875302	0.001289622	0.000419682	0.000218996	0.000467864	0.00048954	0.0007861	0.000487656	0.00013289	0.000286369	0.000699763	0.000445803
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum	0	0	0	0	0.000109129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87E-06	5.50E-05	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__unclassified_Geastrales;g__unclassified_Geastrales	0	0	0	6.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia	1.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__Phallus	0	0	0	0	0	0	0	0	0	0	6.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304785	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma	0	3.38E-05	3.67E-05	0	0	0	0	1.19E-05	0	0	0	2.63E-06	0	0	0	0	0	0	5.86E-05	0.000109792	3.62E-06	0	0	0	0	0.000125817	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meripilaceae;f__Meripilaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Hyphoderma	0	0	1.84E-05	0	0	0	0	1.19E-05	0	0	0	0	2.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phanerochaete	2.01E-05	0	0	5.52E-06	0	0	2.30E-05	1.19E-05	0.000155207	1.24E-05	0	2.63E-06	0	0	0	0	0	0	1.17E-05	0	0	0	0	0	0	7.86E-06	6.46E-06	0	5.44E-06	0	0.000527045	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;f__Polyporaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Perenniporia	0	0	0	0	0	0	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;o__Polyporales_unclassified;o__Polyporales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stephanosporaceae;g__Cristinia	0	0	0	0	0	0	1.15E-05	0	0	0	2.21E-05	0	0	0	0	0	4.36E-05	0	0	0	0	0	0.000409945	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_Group_B;g__Piriformospora	0.006556089	0.00172839	0.025071275	0.004886911	0.000600207	0.000329612	0.003237584	0.0019889	0.006829117	0.001199693	0.000419482	0.00022619	0.002062097	0.002462043	0.003060834	0.001189704	0.000370354	0.004577314	0.128833636	0.050906695	0.068872897	0.000138046	0.001736237	0.001933751	0.036927162	0.012448002	0.020629007	8.76E-05	0.000397141	0.000606097	0.031845996	0.023895154	0.01461794	0	0.000408195	0.000354357
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;f__Thelephoraceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47E-05	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__unclassified_Trechisporales;g__unclassified_Trechisporales	0	0	0	0	5.46E-05	0	0	0	0	0	0	8.15E-05	0	0	0	0	0	0.000143041	0	0	0	0	0	0	0	0	0	0	0	9.99E-06	6.25E-05	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__Kurtzmanomyces	0	0	0	0	0	0	0	0	0	1.24E-05	0	0	0	0	0	0	0	0	3.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Basidiomycota_class_Incertae_sedis;o__Malasseziales;f__Malasseziales_family_Incertae_sedis;g__Malassezia	7.05E-05	9.57E-05	5.51E-05	0.000265053	0.0007639	0.00021129	0.000413309	0.000512112	0.000465622	1.24E-05	2.21E-05	9.47E-05	0.000160873	0.000820681	0.001084045	0.000189271	0.00078428	0.000143041	0.00015833	0.00012809	0	1.29E-05	0.000136648	3.96E-05	0.000140988	0.000196589	1.94E-05	2.19E-05	6.53E-05	6.99E-05	5.36E-05	0.003047851	0.000332226	0.000286369	3.89E-05	0.000228617
k__Fungi;p__Basidiomycota;c__Basidiomycota_class_Incertae_sedis;o__Malasseziales;f__unclassified_Malasseziales;g__unclassified_Malasseziales	0	0	0	0	5.46E-05	0	0	0	0.000310414	0	0	1.84E-05	0	0	0	0	0	0	5.86E-06	1.83E-05	0	0	4.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_order_Incertae_sedis;f__Cystobasidiomycetes_family_Incertae_sedis;g__Sakaguchia	5.04E-05	2.81E-05	5.97E-05	3.87E-05	5.46E-05	0	0.000160731	5.95E-05	0	6.18E-06	0.00011039	2.63E-06	0.000116998	0	6.38E-05	0.000135194	0	0	6.45E-05	1.83E-05	1.45E-05	4.31E-06	0.000514441	3.52E-05	1.76E-05	3.93E-05	1.29E-05	2.19E-05	0.00018497	2.66E-05	3.57E-05	0	0	0.000286369	9.72E-05	5.72E-06
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiales_family_Incertae_sedis;g__Erythrobasidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiomycetes_order_Incertae_sedis;f__Exobasidiomycetes_family_Incertae_sedis;g__Tilletiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia	0	0	0	0	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;c__Microbotryomycetes_unclassified;c__Microbotryomycetes_unclassified;c__Microbotryomycetes_unclassified	2.01E-05	0	4.59E-06	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-05	0	0	4.31E-06	0	0	0	0.000125817	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;f__Leucosporidiaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium	0	0	0	1.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_order_Incertae_sedis;f__Microbotryomycetes_family_Incertae_sedis;g__Glaciozyma	3.02E-05	1.13E-05	6.43E-05	6.63E-05	0	2.54E-05	0.00028702	2.38E-05	0	6.18E-06	2.21E-05	3.16E-05	1.46E-05	0	0	0	2.18E-05	0	1.76E-05	3.66E-05	3.62E-06	4.31E-06	6.43E-05	8.79E-06	2.35E-05	7.86E-06	0	0	0	3.33E-06	2.68E-05	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_family_Incertae_sedis;f__Sporidiobolales_family_Incertae_sedis_unclassified	0	5.63E-06	1.38E-05	0	0	8.45E-06	0	0	0	0	2.21E-05	0	1.46E-05	0	0	0	0	0	0	1.83E-05	0	5.18E-05	4.02E-05	0	0	0	0	0	0	0	0	0	0	0	1.94E-05	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_family_Incertae_sedis;g__Rhodotorula	0	4.50E-05	2.30E-05	5.52E-06	0	1.69E-05	1.15E-05	1.19E-05	0	6.18E-06	0	0	2.92E-05	0	0	0	0	4.77E-05	5.86E-06	0	7.24E-06	0	0	0	0	1.57E-05	0	0	0	6.66E-06	0	0	0	0	0	5.72E-06
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_family_Incertae_sedis;g__Sporobolomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;o__Sporidiobolales_unclassified;o__Sporidiobolales_unclassified	1.01E-05	0	4.59E-06	0	0	8.45E-06	3.44E-05	0	0	0	0	0	0	0	0	0	0	0	2.93E-05	3.66E-05	0	4.75E-05	0	0	2.94E-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__unclassified_Microbotryomycetes;f__unclassified_Microbotryomycetes;g__unclassified_Microbotryomycetes	0	3.38E-05	6.89E-05	1.66E-05	0	3.38E-05	0.000160731	3.57E-05	0	0	0	3.42E-05	8.77E-05	0	6.38E-05	5.41E-05	2.18E-05	0.000286082	2.35E-05	0.00012809	1.09E-05	8.63E-06	1.61E-05	4.83E-05	5.87E-06	9.44E-05	6.46E-06	0	1.63E-05	3.33E-06	8.93E-06	0	0	0	3.89E-05	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium	0	0	0	0	0	0	0	0	0	0	0	3.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Guehomyces	0.000342407	0.000484174	0.000987058	0.000927685	0.000491079	0.000236644	0.001561388	0.00055975	0.000310414	0.000680238	0.000706495	0.000426079	0.000789739	0.001641362	0.000318837	0.000811162	0.000457496	0.000143041	0.003137278	0.003458435	4.34E-05	0.000112163	0.000184877	8.79E-05	0.00023498	0.002948832	7.10E-05	2.19E-05	9.79E-05	0.000116557	0.000125061	0.001158183	0	0	0.000233254	0.000354357
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Itersonilia	0	0	0	0	0	0	0	0	0	6.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Mrakia	1.01E-05	2.81E-05	4.59E-05	1.66E-05	0	6.76E-05	0.000114808	3.57E-05	0.000155207	1.24E-05	0	5.00E-05	7.31E-05	0	6.38E-05	2.70E-05	0	0	0.000146602	0	3.62E-06	4.31E-06	1.61E-05	2.64E-05	1.76E-05	1.57E-05	0	0	0	9.99E-06	0.000259056	0	0	0	0	5.72E-06
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Udeniomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiales_family_Incertae_sedis;g__Mrakiella	1.01E-05	7.88E-05	2.30E-05	2.76E-05	0	8.45E-06	5.74E-05	0	0	6.80E-05	0	2.37E-05	1.46E-05	0	0	0	2.18E-05	0	4.10E-05	3.66E-05	7.24E-06	4.31E-06	3.22E-05	1.32E-05	0	3.15E-05	0	0	1.09E-05	1.67E-05	8.93E-05	0	6.64E-05	0	0	5.72E-06
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Cryptococcus	0.000110779	0.000112599	0.000137729	5.52E-05	5.46E-05	0.000118322	0.000218135	0.000107186	0.000310414	4.95E-05	0.000198702	0.000147287	0.000131623	0	0	5.41E-05	2.18E-05	0	0.000281475	0.000658749	1.09E-05	0.000220012	3.22E-05	1.76E-05	2.94E-05	0.000314542	6.46E-06	0	3.81E-05	2.33E-05	4.47E-05	0	0	0	1.94E-05	5.72E-05
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;o__Filobasidiales_unclassified;o__Filobasidiales_unclassified	3.02E-05	0	1.84E-05	5.52E-06	0	1.69E-05	0	1.19E-05	0	6.18E-06	0	0	0	0	0	0	0	0	1.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72E-06
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_family_Incertae_sedis;g__Cryptococcus	0.000171204	3.94E-05	0.000156093	3.87E-05	0.000109129	0.00021129	4.59E-05	5.95E-05	0	1.86E-05	0.00033117	8.94E-05	2.92E-05	0	0	5.41E-05	0.000479282	0	0.000164194	0	3.62E-06	4.31E-06	0	4.39E-06	6.46E-05	0.000125817	0	0	1.09E-05	0	8.93E-06	0	0	0	0	8.57E-05
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;f__Ustilaginaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Pseudozyma	0.00050354	0	3.67E-05	0	0	0	0.000103327	0.000131005	0	6.18E-06	0	0	0	0	0	0	0	0	2.93E-05	0	3.26E-05	0.000301977	4.02E-05	0	0	0	5.17E-05	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Ustilago	0.000140991	1.69E-05	9.64E-05	6.07E-05	0	0	0	0	0	0	0	5.26E-06	0	0	0	5.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__unclassified_Ustilaginaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-05	0	0	8.79E-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium	0	0	4.59E-06	0	0	0	0	1.19E-05	0	0	0	5.26E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19E-05	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__unclassified_Basidiomycota;o__unclassified_Basidiomycota;f__unclassified_Basidiomycota;g__unclassified_Basidiomycota	0	0	9.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;p__Basidiomycota_unclassified;p__Basidiomycota_unclassified;p__Basidiomycota_unclassified;p__Basidiomycota_unclassified	5.04E-05	3.94E-05	0.000215775	0.000115961	5.46E-05	8.45E-05	5.74E-05	0.000119096	0	3.71E-05	2.21E-05	3.16E-05	0.000116998	0	6.38E-05	0	2.18E-05	0	0.003940656	0.000677048	0.000228056	0.000401198	8.04E-06	1.32E-05	0.002343929	0.000401041	1.94E-05	0	0	9.99E-06	0.001134486	6.10E-05	0	0	1.94E-05	2.29E-05
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;c__Chytridiomycetes_unclassified;c__Chytridiomycetes_unclassified;c__Chytridiomycetes_unclassified	3.02E-05	5.63E-06	9.18E-06	0	0	0.012356217	0	0.000369197	0.00108645	0	2.21E-05	5.26E-06	0	0.000410341	0.000318837	0	0	0.069851714	5.86E-06	0	0	8.63E-06	8.04E-06	0	5.87E-06	7.86E-06	3.87E-05	0	1.63E-05	2.00E-05	1.79E-05	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytridiales_family_Incertae_sedis;g__Delfinachytrium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;o__Chytridiales_unclassified;o__Chytridiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis	0.003504638	0.006136627	0.000729964	0.003324204	0.000327386	0.000278902	0.000688848	0.002953576	0.001241658	0.002566354	0.000375326	0.000160437	0.000950612	0.006155109	0.001020278	0.001324897	0.00039214	0.000762886	0.041101273	0.000548958	0.006845298	0.02855405	0.001824656	0.00178872	0.194181887	0.005819028	0.006702006	0.002146158	0.025395236	0.000922466	0.384671044	0.000426699	6.64E-05	0	0.000952455	0.000308633
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophlyctidales;f__Sonoraphlyctidaceae;g__Sonoraphlyctis	0.00050354	0.000281497	0.000339732	0.000226399	0.000327386	0.000194386	0.000401828	0.00027392	0.000620829	0.000909046	0.000353248	5.26E-05	0.000497243	0	0.000318837	0.000108155	0.032242604	9.54E-05	0.001184542	0.000530659	7.60E-05	0.000112163	0.000112534	8.79E-05	0.000199733	0.000322406	0.00013559	0.000197096	7.07E-05	0.000106566	0.000205458	0.000670527	0	0	5.83E-05	0.000102878
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Aquamycetaceae;g__Aquamyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Rhizophydiaceae;g__Rhizophydium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
