Otu	HL1CKP1	HL1CKP2	HL1CKP3	HL1CKU1	HL1CKU2	HL1CKU3	HL1SP1	HL1SP2	HL1SP3	HL1SU1	HL1SU2	HL1SU3	HL2CKP1	HL2CKP2	HL2CKP3	HL2CKU1	HL2CKU2	HL2CKU3	HL2SP1	HL2SP2	HL2SP3	HL2SU1	HL2SU2	HL2SU3	HL3CKP1	HL3CKP2	HL3CKP3	HL3CKU1	HL3CKU2	HL3CKU3	HL3SP1	HL3SP2	HL3SP3	HL3SU1	HL3SU2	HL3SU3	SY1CKP1	SY1CKP2	SY1CKP3	SY1CKU1	SY1CKU2	SY1CKU3	SY1SP1	SY1SP2	SY1SP3	SY1SU1	SY1SU2	SY1SU3	SY2CKP1	SY2CKP2	SY2CKP3	SY2CKU1	SY2CKU2	SY2CKU3	SY2SP1	SY2SP2	SY2SP3	SY2SU1	SY2SU2	SY2SU3	SY3CKP1	SY3CKP2	SY3CKP3	SY3CKU1	SY3CKU2	SY3CKU3	SY3SP1	SY3SP2	SY3SP3	SY3SU1	SY3SU2	SY3SU3
Otu353	   1	   0	   0	   2	   1	1432	   0	   0	   0	   0	   0	   0	   1	   0	   3	   0	   0	   0	   0	   0	   0	   0	 211	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   0	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0
Otu3530	0	3	2	1	0	0	0	0	1	0	0	0	1	0	1	6	0	1	1	2	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3	1	1	0	3	2	0	0	0	0	0	0	1	0	0	0	3	3	0	0	0	0	1	0
Otu3531	 0	 6	 0	 0	 3	 0	 0	 1	 0	 0	 0	 0	 0	19	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 4	 0	 0	 4	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3532	0	5	1	8	0	2	0	3	2	1	0	1	1	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3533	 0	 7	 0	 7	 1	 0	 0	 1	 0	 1	 0	 0	 1	11	 0	 4	 0	 0	 0	 1	 0	 4	 4	 2	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3534	 0	 0	 2	 0	 0	 0	 0	 1	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	18	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 2	 2	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 2
Otu3535	1	2	4	1	1	3	1	1	3	0	0	1	1	5	2	3	0	0	1	1	1	0	0	0	3	0	0	0	3	0	0	3	0	2	0	0	1	0	7	1	2	2	0	0	0	0	0	0	5	3	0	1	1	1	0	0	0	0	0	1	1	0	2	0	1	3	0	0	0	0	0	1
Otu3536	1	1	5	2	1	1	0	1	0	0	0	1	5	5	0	5	0	0	3	1	0	0	0	0	0	0	3	1	1	3	0	3	1	1	0	0	4	1	5	0	1	4	0	0	1	0	0	1	0	2	0	1	2	3	1	0	0	0	0	1	3	2	0	0	0	1	0	1	0	0	0	0
Otu3537	0	1	1	4	0	1	0	0	0	0	0	0	2	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu3538	 0	 1	 8	 0	 1	 0	 1	 3	 0	 5	 0	 1	 3	21	 2	 1	 2	 9	 7	 3	 0	 0	 3	 2	 4	 6	 3	 0	 0	 0	 1	 0	 3	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3539	 1	 4	 3	 0	 0	 0	 3	 1	 0	 0	 0	 0	24	 3	 0	 0	 0	 0	 4	 1	 0	 0	 0	 0	33	 0	 3	 0	 1	 0	 3	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu354	5667	   6	   5	   2	   0	   0	 330	   2	  34	   0	   0	   0	  25	  14	   6	   3	   2	   7	   8	   0	   3	   0	   0	   0	   2	  10	   3	   0	   1	   2	   0	   0	   0	   0	   0	   0	   2	   0	   3	   0	   6	   2	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   3	   3	   0	   0	   1	   2	   0	   0	   0	   0	   0	   0
Otu3540	0	0	1	0	0	1	0	1	2	0	0	0	2	0	1	1	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	1	0	0	0	1	0	0	0	0	0	3	6	0	0	1	2	1	0	0	0	1	0	1	6	0	0	0	2	0	0	0	0	0	0
Otu3541	 0	 2	10	 4	 1	 0	 0	 7	 1	 3	 5	 0	 3	 3	 1	 5	 6	10	 4	 9	 7	17	 1	 1	 4	 6	 1	 3	 4	 0	 4	 2	 8	 5	 9	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3542	 0	 2	 0	29	 0	 5	 0	 2	 0	 6	 0	 1	 0	 7	 0	10	 0	 1	 0	 0	 0	 2	 0	 1	 5	 1	 0	 9	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3543	0	0	0	8	0	0	1	0	0	4	0	0	0	0	1	4	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	3	1	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu3544	 0	 0	 0	 6	 0	 0	 0	 0	 2	 4	 0	 1	 0	 0	 0	11	 0	 0	 0	 4	 0	 3	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3545	 0	 0	 0	 0	 1	14	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 9	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3546	0	0	0	0	0	2	0	0	3	2	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu3547	 0	 0	 0	 0	 0	 0	 0	11	10	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3548	  1	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  1	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	 84	  1	  2	  0	  0	  0	  4	  3	  0	  0	  0	  0	101	  3	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  1	  0
Otu355	  1	  0	  0	  0	  0	  0	  1	  4	  5	  5	  0	  1	  0	  0	  0	  0	  0	  0	  9	  3	  3	  6	  1	  5	  0	  0	  0	  0	  0	  0	  2	  1	  3	  1	  1	  0	  0	  0	  0	  0	  0	  3	  2	  2	  0	  6	 46	 46	  0	  0	  0	  3	  6	  9	  4	  2	  4	 27	103	342	  0	  0	  0	  1	  1	  6	  0	  3	  0	  4	 44	358
Otu3552	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 3	10	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 2	 0	 0	 0	 0	 0	 4	 0	 0	 0	 5	 0	 2	 0	 0	 1	 0	 0	 2	 0	 0	 0
Otu3553	 0	 0	 0	 0	 0	 0	12	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 8	 4	 0	 0	 2	 8	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 3	34	 1	 1	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0
Otu3554	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	68	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0
Otu3555	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 3	 8	14	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 3	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0
Otu3557	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 6	 0	 0	 0	 0	 2	 0	 0	 1	 1	 0	 2	10	 1	 0	 0	 0	 3	 1	 0	 0	 0	 0	 7	 7	 0	 0	 0	 0	 0	 4
Otu3558	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	111	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
Otu3559	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 0	 0	10	 1	37	 0	 0	 0	 3	 2	 9	 0	 0	 0	 3	 5	 8	 0	 0	 0	 0	 1	 0	 0	 0	 2	 0	 3	 8	 0	 0	 0	 0	 0	 0
Otu356	   2	   1	   3	   4	   0	   0	   2	   0	   0	   1	   0	   0	   0	   7	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   2	   3	   1	   3	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   2	  95	1119	  56	   4	   0	   0	  16	 198	  17	   0	   1	   0	 104	1052	  57	   0	   0	   0	   4	 182	   5	   2	   0	   0	   2	 570	  27	   0	   0	   0	   0	 101	   2
Otu3560	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	30	13	31	 0	 0	 0	 0	 0	 1	 0	 0	 0	11	13	 7	 0	 0	 0	 1	 2	13	 0	 0	 0	 0	11	 3	 0	 0	 0	 1	 0	 2	 0	 0	 0
Otu3561	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	238	 24	 85	  1	  2	  0	  2	  1	  5	  0	  0	  0	194	 47	 70	  1	  0	  0	  9	  0	 11	  0	  0	  0	126	 52	 21	  0	  1	  3	  0	  4	  9	  0	  0	  0
Otu3562	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 5	14	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 0	11	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3563	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 7	 0	 5	10	 6	 0	 2	 0	 0	 2	 0	 0	 0	 0	 9	 0	21	 0	 1	 0	 1	 5	 0	 0	 0	 0	 0	12	 0	 0	 1	 0	 0	 1	 0
Otu3564	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	19	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3565	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	90	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3566	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	57	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3567	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	33	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	28	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
Otu3568	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	31	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 1	29	 1	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0
Otu3569	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	37	 6	 0	 0	 0	 0	 3	 0	 0	 0	 0	 1	 4	 0	 0	 0	 0	 0	 6	 1	 0	 0	 0	 0	 2	 0	 2	 0	 0	 0	 0	 0	 0
Otu357	  4	  5	  2	  1	  1	  1	  3	  2	  3	  2	  0	  2	  3	  6	  3	  0	  1	  5	  1	  2	  1	  6	  0	  5	  3	  0	  2	  0	  3	  6	  4	  0	  5	  3	  1	  1	158	 20	573	  0	  0	  3	 23	  6	 27	  1	  4	  3	 74	 23	363	  8	  1	  0	 22	  5	119	  1	  2	  1	175	 19	134	  0	  0	  3	 11	  5	 80	  0	  0	  1
Otu3570	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	50	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	52	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0
Otu3571	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	19	 0	 0	 0	 0	 0	 1	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
Otu3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	2	4	0	0	0	0	8	2	0	0	0	0	9	4	0	0	0	0	4	0	0	0	0	0	6	0
Otu3573	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 9	20	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	48	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 9	 0	 0	 0	 0	 0	 0
Otu3575	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	64	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3577	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	14	 7	 0	 0	 0	 0	28	 7	 0	 0	 0	 0	36	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 6	 1
Otu3579	18	 1	 0	 1	 0	 0	 3	 0	 0	 0	 0	 0	19	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 8	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0
Otu358	  6	 21	 34	 22	 11	  4	  6	  9	 70	 19	  2	  5	  4	 45	  3	 12	  5	 13	  4	  7	  3	 16	  3	 11	  2	 29	  2	  4	 23	  1	  3	  4	  3	  7	 10	  2	 63	113	 74	  0	 37	 80	  8	 23	  4	  5	 69	 44	  4	 93	 18	  4	 59	219	  7	 31	  1	  8	 46	 29	  3	 23	  0	  0	 12	291	  0	 23	  1	  0	 15	 26
Otu3580	1	8	5	5	3	1	1	1	1	0	0	0	6	2	0	4	3	5	0	0	0	0	1	1	4	2	6	0	7	2	0	0	0	0	0	0	1	4	5	1	0	4	0	0	0	0	1	2	6	7	4	2	2	4	2	1	1	0	1	0	4	2	2	0	0	4	0	0	0	0	0	0
Otu3581	 2	 0	 8	 0	 0	 0	 0	 0	 3	 0	 0	 0	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3582	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	32	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	 1	 0	 0	 0
Otu3583	 8	 0	 8	 0	 0	 0	 4	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3584	1	0	2	1	1	1	0	0	0	0	0	0	2	3	0	3	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu3585	3	5	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3586	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	14	 0	 0	 0	 1	 0	 1	 0	 0	 0	 1	 1	 6	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3587	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	15	11	 8	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 2	 0	 0	 0	 0	 5	 0	 1	 0	 0	 0	 7	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0
Otu3588	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 1	10	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	18	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3589	1	3	2	0	0	1	0	0	0	0	0	0	3	2	0	1	0	1	0	0	1	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	3	1	1	0	1	0	1	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	1	0	0	0	0	0	0
Otu359	  1	  2	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  2	  0	  1	  1	  0	  1	  0	  0	  1	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	228	  0	  0	  0	  0	  9	108	  0	  9	  1	  0	  1	314	  0	  1	  0	  0	  1	289	  0	  1	  0	  0	  1	223	  0	  1	  0	  0	  0	188
Otu3590	 3	 7	 4	 6	 1	 7	 0	 0	 0	 0	 0	 0	10	 8	 0	 7	 0	 3	 0	 0	 0	 0	 0	 0	 4	 1	 5	 1	 2	 2	 0	 0	 0	 0	 0	 0	 5	 6	 5	 9	 1	 5	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 4	 3	 0	 0	 0	 0	 0	 0	 1	 3	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0
Otu3591	 3	 6	 0	40	 3	 0	 0	 2	 1	17	 0	 0	 0	 2	 0	13	 3	 0	 0	 1	 0	 3	 1	 0	 0	 0	 0	 4	 1	 1	 0	 0	 0	 2	 5	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
Otu3592	 0	 0	85	 0	 0	 1	 1	 0	24	 0	 0	 0	 0	 1	28	 0	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	18	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2
Otu3593	 3	 3	 4	 4	 1	 0	 2	 1	 1	 0	 0	 1	 3	 3	 0	 1	 1	 1	 0	 0	 2	 0	 0	 2	 1	 2	 0	 1	 0	 2	 0	 0	 0	 0	 1	 0	10	 8	28	 0	 1	 2	 1	 7	 0	 0	 0	 1	 1	 4	 2	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 3	 2	 1	 0	 0	 0	 0
Otu3594	 0	 0	15	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 1	 0	 1	 0	 0	 0	 0	 5	 0	17	 5	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0
