,Control,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8
Otu119920,6.071856175,3.997989069,4.757975497,6.055265564,5.939744675,6.610636729,6.580833639,6.967326042,6.668929511
Otu119924,5.770826188,0,4.160010059,5.311221502,6.202593298,6.200043841,6.003452495,6.321368656,0
Otu11994,5.372886179,3.982511997,4.079699308,0,5.965478971,0,0,0,0
Otu11997,5.372886179,3.568250025,4.413817826,5.335387605,5.791548841,6.376079853,6.509396623,6.488291385,6.367899516
Otu11999,5.673916152,3.810835364,4.359795397,5.734048834,6.292533443,6.678462639,7.095034556,6.597680749,0
Otu12,8.062195022,6.309025903,7.123175698,8.093912557,8.434230317,8.88876857,8.979981002,8.775845033,8.606371973
Otu120,7.485155931,5.796461804,6.543995484,7.583072259,7.929957257,8.340105845,8.429746381,8.273113363,8.23662044
Otu12005,5.916954198,3.496835629,4.35270058,5.518201619,6.131723075,6.733612798,6.703630845,5.99203669,6.662518438
Otu1201,6.452067406,4.582665987,5.555817939,6.383955319,6.753319031,7.189374175,7.317656048,7.214911227,7.140039801
Otu120175,5.071856184,3.516184159,4.504308745,0,5.939611376,6.766782211,6.003452495,6.022012108,6.363996021
Otu120188,5.974946159,4.023035748,4.865844163,5.430771098,6.172557015,6.762742051,6.906184012,6.488291385,6.363996021
Otu1202,6.394075461,4.545846516,5.545380066,6.338470209,6.841197914,7.170047931,7.252591499,6.857949892,6.838958122
Otu120284,0,3.068562942,0,5.511345173,5.490518845,0,6.006089386,6.293066686,0
Otu1203,6.433584,4.74798178,5.413747542,6.247535952,6.773401751,7.188809391,7.342252666,7.304541372,7.061275773
Otu12032,5.850007434,3.166849484,4.875817696,5.319202896,5.408682831,6.203569669,6.486334811,5.993404548,6.369850917
Otu12033,0,0,0,0,5.837467749,0,0,0,0
Otu120336,6.071856175,4.302244096,4.812762759,5.931695267,5.930211303,6.599408007,6.781520046,6.464147091,6.369850917
Otu120377,5.372886179,3.983960374,4.676639855,5.884148933,5.778271101,6.508645054,6.857800422,6.30749521,6.363996021
Otu1204,6.247947425,4.305365069,5.466772739,6.045346722,6.847907705,7.247961319,7.312090877,6.99331454,6.347406139
Otu120413,5.770826188,3.421510737,4.901270631,5.586281001,5.731335434,6.603383576,6.345829125,6.323042103,6.369850917
Otu120445,6.026098683,4.37060782,5.251717759,6.23815325,6.500491601,6.682326523,6.876992543,6.856112816,7.205515701
Otu120458,0,3.166849484,4.036771108,5.902534907,5.458334162,6.216972993,0,0,0
Otu1205,6.275976149,4.754255765,5.430153989,6.401897415,6.847028595,7.34593264,7.298086591,7.04795954,6.659803504
Otu1206,0,0,0,0,0,5.920867055,0,0,0
Otu120692,5.673916175,4.341212451,5.045789254,5.731031853,6.31365068,6.872281419,7.009844686,6.912701166,7.066483306
Otu1207,6.217984206,4.588372205,5.279975309,6.446447512,6.65552477,7.17219167,7.248185747,6.95948216,6.653991774
Otu120732,6.628158672,4.84706633,5.750243582,6.862988554,7.095507096,7.667291855,7.801712816,7.657389569,7.255460853
Otu12077,6.026098693,4.264607258,4.949276117,6.124999652,6.519571692,6.896810751,7.019353181,6.705369064,6.347406139
Otu12078,5.372886179,3.613614666,4.35270058,5.20276204,0,6.178573646,6.006089386,6.482613116,0
Otu1208,6.217984193,4.417225308,5.38590745,6.272248769,6.900863559,6.984289833,7.385254087,7.150382661,7.144430711
Otu12082,5.548977438,0,4.820061998,5.416164271,5.826590396,6.433294167,6.622142027,6.307401139,0
Otu12088,6.715308846,4.938941892,5.980104929,6.789134729,7.337055148,7.648879154,7.657485822,7.676955058,7.532974479
Otu1209,5.770826188,4.225871281,5.086579396,5.702238865,6.241572347,6.589488912,6.863035815,6.59301075,6.970936304
Otu120941,0,3.294092175,0,5.210315178,5.514403598,5.871602456,6.002402206,0,0
Otu12097,5.916954211,3.988686268,4.036771108,5.926995948,6.217870775,6.178573646,6.006089386,6.498018448,6.347406139
Otu121,7.101239945,5.37861901,6.132035301,7.192599392,7.507479483,7.934339938,8.044469129,7.941698295,7.436939862
Otu1210,6.503219934,4.746607571,5.473711897,6.412352381,6.827274606,7.271782653,7.337921156,7.15041855,7.064709723
Otu12100,6.563217863,4.719934609,5.543109186,6.616280083,6.910749144,7.297565848,7.427769071,6.961956564,7.05538937
Otu1211,6.89793097,5.131266255,5.850958415,6.835515912,7.30048427,7.614367326,7.77117951,7.550308138,7.534739123
Otu121155,6.071856175,4.043087082,5.197924308,5.628730772,6.215860246,7.167573847,6.911173209,6.608478173,6.837642588
Otu121160,5.850007434,3.939567553,0,5.041910747,0,5.924797348,6.002402206,6.294434544,6.668929511
Otu1212,6.151037415,4.594426752,4.932693281,6.17516914,6.745642626,7.03060381,7.0560591,6.884105383,6.658803691
Otu12120,5.548977438,0,4.422738447,5.319202896,5.762136768,6.528690336,6.069174194,6.497957785,6.355792776
Otu12127,5.770826188,3.907476673,4.967480657,5.801121737,6.588879862,6.520471996,6.914518127,6.782220853,0
Otu1213,6.247947425,4.468195786,5.32200379,6.134307966,6.5655937,7.089194875,7.140162677,6.703512539,7.264978483
Otu1214,6.743954026,4.978689854,5.692911329,6.695804256,7.092535124,7.622417677,7.70842829,7.359279201,7.400190832
Otu12152,5.372886179,3.955562092,4.583049307,5.041910747,5.490518845,6.369591421,6.73041192,6.020429755,0
Otu121530,7.026098677,5.370810347,6.030759911,7.102718925,7.372400428,7.904773259,7.963104619,7.753040848,7.532380051
Otu121555,5.372886179,3.59864776,0,5.632591193,5.408682831,5.924797348,6.682239095,5.99203669,0
Otu121584,5.548977438,3.068562942,4.359795397,5.62347098,5.514403598,5.920867055,0,0,6.651222838
Otu12159,6.026098693,4.013393839,5.000425445,6.069675446,6.449231517,6.856050373,6.692619786,6.498606552,6.961973758
Otu12160,5.770826188,3.753484663,4.188038783,0,5.762136768,0,6.291513395,6.020247546,0
Otu1217,5.850007434,4.742308215,5.160648811,6.490190793,6.521452393,7.19265979,7.054402753,7.174418678,6.8437235
Otu12172,0,3.258619857,4.160010059,5.575147944,0,6.753596624,6.446772183,6.3080634,0
Otu12177,5.548977438,4.300900997,4.036771108,5.684933287,5.900338103,6.22189705,6.262129094,6.580978389,6.352961779
Otu121840,5.548977438,3.917979558,4.595689966,5.503792035,6.136197344,5.924797348,6.698138656,6.293751154,0
Otu121876,6.469796174,4.412207073,5.606373472,6.350718884,6.851293022,7.332635288,7.147035323,7.122787768,6.96703518
Otu1219,5.974946159,4.410350406,5.08925851,5.97030469,6.562454155,6.514156902,6.689243542,6.84525934,6.824527394
Otu121905,6.705324624,4.851370887,5.785268521,6.804048524,7.026263365,7.588814901,7.57798954,7.400152179,7.261052134
Otu121916,5.071856184,0,4.397370975,0,5.942037385,0,6.006089386,6.322251648,0
Otu121958,6.151037415,4.381817216,4.690159841,6.055647558,6.431385978,6.598579559,6.958311011,7.001351087,6.831972414
Otu121999,5.548977438,4.032013519,4.218002006,5.877834651,6.337965747,6.399302363,6.840060243,6.497490282,6.352961779
Otu122,7.12107419,5.407948048,6.134126232,7.103777552,7.553430941,7.833074355,7.999852941,7.85747035,7.808529865
Otu1220,6.963950769,5.217450787,6.09709942,6.979923,7.315978851,7.833248404,7.82713872,7.825891654,7.439493679
Otu122018,5.372886179,3.753484663,0,5.679589852,5.975748517,5.883404663,6.509396623,6.308973833,6.670880913
Otu12204,0,0,4.188038783,0,0,6.203569669,5.894308026,0,0
Otu122060,5.071856184,3.166849484,4.337801103,5.364264937,5.800169362,6.213046492,6.496095476,6.604561417,6.355792776
Otu122063,5.850007434,4.571931661,5.070955252,6.207483093,6.567724792,6.81337653,7.08820666,6.905416072,0
Otu12209,5.071856184,3.618671341,4.728364194,5.743624353,6.05840259,0,6.437851454,6.30749521,0
Otu1221,6.857186002,5.090250805,5.931164126,6.834900966,7.300115194,7.613753488,7.683886007,7.548345918,7.362819813
Otu1222,5.850007419,4.071765984,5.294192526,6.15295248,6.173977544,6.828510724,7.015955195,6.898386785,6.96289096
Otu12223,0,3.397988309,0,0,5.408682831,0,0,0,0
Otu1223,6.662920774,4.739026492,5.494815923,6.428090329,6.858289098,7.292461094,7.441306262,7.256850317,7.195710543
Otu122323,6.275976144,4.632796221,5.312236094,6.103558476,6.708490341,7.07650031,7.389323531,6.967291921,6.670880913
Otu122328,6.185799522,4.548234222,5.351072476,6.224998147,6.636227999,7.004862454,7.172494319,7.086157763,6.651222838
Otu122347,6.026098683,4.328869629,4.988052894,6.005060814,6.432274251,6.761771961,6.990395661,6.714151827,6.659543938
Otu1224,6.615924212,4.817697955,5.676382629,6.571681066,6.959075748,7.329087705,7.576993006,7.463766243,7.261386278
Otu122458,5.071856184,4.111099851,4.188038783,5.294092175,5.458334162,6.257202908,6.291513395,6.284132313,6.841117276
Otu1225,6.327128674,4.563123384,5.407893968,6.382717739,6.859932539,7.236454547,7.347434983,7.006159165,6.968993327
Otu12256,0,0,4.079699308,0,5.408682831,0,0,6.020429755,0
Otu122589,5.372886179,3.474936118,4.504308745,5.731031853,6.057003206,6.216972993,6.795827845,6.48866618,6.65540958
Otu122595,0,0,0,0,5.400342215,5.924797348,0,5.993404548,0
Otu1226,6.275976149,4.706090746,5.549475316,6.45728484,6.768266072,7.445213643,7.165923632,7.225734279,7.541732506
Otu1227,6.151037407,4.456582081,5.490065036,6.15535458,6.613834347,7.107794511,7.192123806,6.996640492,6.656822772
Otu12273,0,3.79243999,4.218002006,0,0,6.22234109,0,0,0
Otu122748,0,3.798133138,4.894695616,0,5.815114901,5.902981813,6.662344019,6.020429755,0
Otu1228,6.734614,4.987374289,5.774004961,6.736635005,7.191799043,7.673232516,7.543900882,7.397607446,7.206290194
Otu122802,5.850007434,4.075104944,4.583049307,5.908857095,5.800169362,6.528690336,6.768848655,6.784743259,6.962393704
Otu123,7.299742872,5.584311937,6.356641678,7.439609709,7.777982157,8.160607796,8.296016358,8.137257519,7.941712741
Otu1230,6.469796174,4.389700013,5.591075532,6.533643373,6.854356599,7.270485784,7.071410199,7.191392325,6.958838129
Otu12307,0,3.568250025,0,5.430771098,0,0,0,0,0
Otu123082,5.770826188,0,4.160010059,0,5.826590396,0,6.262129094,6.020247546,0
Otu1231,5.974946148,4.219916357,5.126713952,6.084255521,6.260069484,6.914210398,6.888376609,6.791651752,6.661524863
Otu1232,6.35060977,4.580891264,5.099705969,6.265079758,6.766473806,6.953698911,7.367771687,7.075949175,6.96325215
Otu123270,5.673916175,4.133587209,4.455362922,5.628730772,5.98140854,6.194333537,6.719541516,6.497490282,6.367899516
Otu1233,6.185799522,4.51157937,5.197924308,6.254938192,6.374131564,7.059843779,6.925912671,6.789529199,6.66698215
Otu123342,5.77082617,3.893609438,4.218002006,5.533363826,5.803655394,6.690845653,5.894308026,6.294434544,0
Otu123362,0,3.516184159,4.036771108,5.538167012,5.775754573,6.178573646,5.894308026,0,0
Otu1234,6.503219928,4.766998907,5.620422787,6.561125607,7.006777672,7.281398008,7.533085057,7.257802775,6.832905708
Otu123479,5.916954211,3.833432933,4.642982582,5.804822031,6.17763322,6.810907994,6.829993201,6.308157328,0
Otu123492,5.77082617,3.294092175,4.617911608,5.836383409,5.735247663,5.956172913,5.894308026,6.322160719,0
Otu1235,6.302305094,4.84566122,5.358879879,6.432327973,6.727681381,7.185109531,7.108853289,6.99247137,7.132277689
Otu123511,5.770826188,3.882923901,4.413817826,5.719123918,6.229469193,0,6.585270094,6.720033393,6.367899516
Otu123553,6.185799515,4.290024978,5.400723258,6.366177695,6.336896592,7.104942278,7.188023888,7.088268522,7.207225119
Otu123559,6.45206741,4.750116192,5.458594631,6.549312633,6.881533562,7.22781011,7.332313142,7.229734284,7.060167364
Otu1236,6.247947425,4.639661749,5.343687633,6.342515912,6.701254545,7.286813653,7.116203656,7.180975915,7.143452339
Otu123759,5.673916175,3.166849484,4.079699308,5.503792035,5.400342215,5.883404663,0,6.022012108,0
Otu123767,5.372886179,3.568250025,4.036771108,5.676126972,0,6.172632452,6.756239097,0,6.355792776
Otu1238,6.414278848,4.465651572,5.623649487,6.455409822,6.955342409,7.409683222,7.480481425,7.119017906,7.062750048
Otu123822,5.548977438,3.068562942,4.218002006,5.411477774,5.998994475,0,6.338100193,0,6.363996021
Otu1239,5.974946159,4.306789748,5.222081872,5.902534907,6.498415239,6.816598819,7.043093658,6.697376116,6.656822772
Otu123993,5.071856184,3.068562942,4.188038783,5.458354754,5.826590396,6.401918603,0,6.792517955,6.369850917
Otu124,0,0,0,0,0,0,5.894308026,0,0
Otu1240,6.113248844,4.527338459,5.179349064,6.116249556,6.2504758,6.765821114,6.952266135,6.702854319,6.668929511
Otu12404,5.673916175,3.952756199,5.010618389,5.743624353,6.066633642,6.400612453,6.746898773,6.791620901,6.828239039
Otu1241,6.185799522,4.257090046,5.353389795,6.034425169,6.604479952,7.075546588,7.14848889,7.186810269,6.658803691
Otu124106,6.151037422,4.513925363,5.380411184,6.287048208,6.529207099,7.009825386,7.08681369,7.042354442,6.662918327
Otu12417,0,3.397988309,0,0,0,0,0,0,0
Otu124180,5.974946159,3.258619857,4.868033209,5.647081298,5.514403598,6.690174613,7.114837228,6.4729616,6.367899516
Otu1242,6.452067406,4.570612524,5.407455037,6.234876204,6.699237121,7.107535086,7.104361706,7.146721846,6.966970754
Otu12430,0,3.568250025,4.646676632,0,5.400342215,5.871602456,6.338585362,6.293751154,0
Otu124348,5.548977438,3.258619857,4.519032002,5.507585024,5.458334162,6.382179667,0,0,0
Otu1244,6.762052249,4.936220458,5.924194377,6.631837195,7.155641617,7.663968621,7.684944551,7.49859902,7.402115918
Otu124436,5.071856184,0,0,5.435255004,0,0,0,0,6.352961779
Otu12446,5.372886179,3.844026867,4.746665547,5.294092175,5.514403598,6.38585639,6.31179725,6.600255056,6.355792776
Otu124500,5.548977438,3.564819207,4.570373718,0,5.752555579,6.398284386,6.003452495,6.3080634,0
Otu124510,5.071856184,3.397988309,4.656016658,5.096958314,5.800169362,5.871602456,6.338100193,0,6.369850917
Otu124523,5.850007419,3.840203456,4.868033209,5.507585024,5.939744675,6.506600184,6.006089386,6.499133363,0
Otu12456,6.247947425,4.441000829,5.186472468,6.228567041,6.307738956,6.994405647,6.968375363,6.910043837,6.659803504
Otu124560,5.548977438,3.884744789,4.818797337,5.364264937,6.114809309,6.549671856,6.069174194,6.284132313,0
Otu1246,6.185799522,4.530000721,5.248929515,6.436617684,6.416552072,7.187660562,7.459019903,7.085512232,7.358127024
Otu124662,5.916954224,4.206233847,4.930807709,6.037590481,6.192699277,6.686029252,6.252739493,6.321368656,6.369850917
Otu124693,5.071856184,3.947886422,4.820061998,5.848457369,6.05840259,6.194333537,6.481454494,6.719607455,6.952252834
Otu1247,6.350609761,4.599926769,5.505355579,6.127182736,6.650941438,6.894047635,7.34730192,7.072283072,0
Otu124777,6.45206741,4.691958258,5.510888586,6.400741693,6.937124487,7.43000704,7.336525617,7.343655864,7.40286186
Otu12479,5.372886179,3.545684197,4.801290717,5.096958314,6.04446663,6.621590474,6.262129094,0,6.352961779
Otu1248,6.275976149,4.803988222,5.412837758,6.523643226,6.884811807,7.370591149,7.379946897,7.281748256,6.96305193
Otu124811,5.770826188,4.273578441,4.455362922,5.944355854,5.536437753,6.405655825,6.305802937,6.474036413,0
Otu12489,5.548977438,0,4.036771108,0,6.102463537,6.197962924,6.018974221,5.993404548,6.367899516
Otu1249,5.673916175,3.708218945,5.274300361,6.254823169,6.431640212,6.688389391,6.938530316,6.594781149,6.840757254
Otu12493,6.026098683,4.350522119,5.16253306,5.763962536,6.314085121,6.758540713,6.826504036,6.913697147,6.837470257
Otu12495,5.548977438,3.294092175,0,5.574079568,6.167562405,6.487584372,6.829993201,6.322251648,0
Otu124957,5.372886179,3.853523777,4.437802193,5.026670781,5.458334162,5.871602456,6.339806228,0,0
Otu124978,5.071856184,3.707252574,0,5.561398799,5.965478971,6.200043841,6.069174194,6.020247546,0
Otu124992,5.372886179,3.068562942,4.036771108,5.561398799,6.02168868,5.883404663,6.345829125,6.022012108,0
Otu1250,5.071856184,0,0,0,0,0,0,0,0
Otu125011,6.414278848,4.574519353,5.313020545,6.443665434,6.764385746,7.113615727,7.267371812,7.114854545,6.824527394
Otu125026,5.372886179,0,0,5.595106194,5.536437753,5.871602456,6.48667974,6.3080634,6.363996021
Otu12507,0,3.397988309,4.188038783,5.763214496,5.762136768,6.388554641,0,0,0
Otu1251,6.452067406,4.797107359,5.480788217,6.579602015,6.998446404,7.188226841,7.367058262,7.115085285,7.135130914
Otu125188,0,3.690651278,0,5.041910747,5.400342215,6.194333537,6.320004217,0,0
Otu1252,6.695105457,4.954024471,5.635364151,6.683613829,6.903816096,7.46438868,7.481596672,7.452155521,7.265898141
Otu1253,6.394075461,4.781640425,5.687450567,6.634286668,7.033509283,7.51537443,7.416071981,7.168046781,7.262760729
Otu12533,5.548977438,3.787328146,4.504308745,5.430771098,6.108736415,6.194333537,6.437851454,0,0
Otu1254,5.916954211,4.379453498,5.280846986,6.320669954,6.595347923,7.021676094,7.018411993,7.05315026,6.833296895
Otu125525,5.673916175,3.643970739,4.160010059,5.528506923,0,6.688382497,0,6.275010273,0
Otu12554,6.151037415,4.313229483,4.359795397,6.078898994,6.31693001,6.854931428,6.716695576,6.917089575,6.363996021
Otu1256,6.217984206,4.583135187,5.241357184,6.017885149,6.578002164,6.820768998,7.140419809,6.30831296,6.833296895
Otu12566,6.113248861,4.369152164,5.309827211,6.014572347,6.614441226,7.056613423,7.25840219,7.114004582,6.964926107
Otu125672,0,3.634900805,4.188038783,5.689215601,6.085990707,0,6.580133184,5.99203669,0
Otu1257,6.486829511,4.878589788,5.483236153,6.552722648,6.944334754,7.534054437,7.335878357,7.174233457,6.651222838
Otu12585,5.372886179,3.926917006,4.437802193,5.371336114,5.826590396,6.487555071,6.482333455,0,6.367899516
Otu12587,0,3.258619857,4.160010059,0,0,0,0,0,0
Otu1259,6.45206741,4.903261008,5.559409197,6.611610286,6.877953249,7.236401941,7.446800085,7.175455584,7.263359055
Otu12597,5.548977438,0,4.403777402,5.78045571,5.950633342,6.241798405,5.894308026,0,0
Otu126,5.071856184,0,0,0,0,5.883404663,5.894308026,0,0
Otu1262,6.275976149,4.264826871,4.948625251,5.955490131,6.317993622,6.501073837,7.083623183,6.299689875,6.838400041
Otu12623,5.770826188,4.038197344,4.786674238,5.578368363,6.225932229,6.849817247,6.603731996,6.602795025,0
Otu126318,6.275976144,4.557090376,5.310803622,6.355719341,6.456882316,6.909147945,6.968059628,7.075874506,6.961565526
Otu126337,5.770826188,4.135266742,4.763477814,6.101280265,6.17269698,6.481722391,6.84723348,6.857923409,6.830083033
Otu12634,5.77082617,3.751248176,4.218002006,5.650125947,0,6.608415041,6.504439198,6.022012108,0
Otu12639,5.372886179,4.212423871,4.712988256,5.582701082,6.202593298,6.399597546,6.686853406,6.85177669,0
Otu1265,6.615924212,4.832484997,5.72094066,6.565895827,7.065554188,7.395109259,7.395290379,7.341762595,7.265187554
Otu126524,5.372886179,3.735368327,4.685099431,5.763214496,5.408682831,6.215056542,5.894308026,5.973980278,6.355792776
Otu126530,5.770826188,3.976947311,4.977039982,5.875048069,5.826590396,6.507623823,6.927797712,6.020429755,6.663908723
Otu12655,5.77082617,3.474936118,4.504308745,5.435255004,5.991524852,5.920867055,6.630424151,6.322251648,6.369850917
Otu126557,6.2179842,4.283990198,5.278317656,6.277281405,6.629456084,6.923064716,7.071916824,7.143190502,6.834903457
Otu126561,6.151037415,4.407843165,4.914000771,5.993910712,6.159882801,6.983501846,7.093785937,6.909211613,0
Otu1266,6.519014199,4.411742995,5.548715928,6.547365185,6.897242394,7.33488688,7.239252842,7.28397897,7.136755867
Otu126697,5.071856184,3.258619857,4.812595433,5.695358331,6.035800219,6.231421186,6.069174194,0,0
Otu1267,6.779426344,4.876759929,5.83041232,6.783244207,7.141818748,7.58626398,7.697897977,7.500963988,7.65951176
Otu12678,5.770826188,3.921262887,4.89880757,5.661409713,5.536437753,6.203569669,6.262129094,6.020429755,6.352961779
Otu12680,5.372886179,3.753484663,4.036771108,5.210315178,5.408682831,5.871602456,0,0,0
Otu126849,5.974946171,4.310899981,5.170067164,6.181053271,6.586618555,6.795374783,6.959894503,6.77769431,6.662518438
Otu126872,5.071856184,3.976770101,4.359795397,5.210315178,5.916972011,6.766776456,6.796937068,6.321459751,6.662918327
Otu126898,5.071856184,3.86928002,4.56601864,5.20276204,5.458334162,6.517045821,6.006089386,6.020247546,0
Otu1269,5.850007434,3.908293914,4.943867071,5.556494393,6.207202901,6.685883574,6.338100193,6.30749521,0
Otu12690,0,3.971699128,4.491003278,4.99306218,5.400342215,6.359437401,6.018974221,6.322251648,0
Otu126947,6.026098683,4.304949671,4.85928077,4.99306218,6.349922676,6.506830766,6.714493746,7.050737005,6.960573934
Otu12696,5.916954224,4.313730823,5.158261403,5.909589129,6.280408063,6.686408847,7.03046628,6.308157328,6.648436135
Otu127,7.578361199,5.808576924,6.627941305,7.598574148,7.929447674,8.418844927,8.442111833,8.358743867,8.193606399
Otu1271,6.577006145,4.630866626,5.573340139,6.741793606,6.878929448,7.212383158,7.446529121,7.238594701,7.311871551
Otu127136,0,3.86928002,0,0,5.815433593,0,5.894308026,0,0
Otu1272,6.275976144,4.705917371,5.361015414,6.20610182,6.478365855,7.257814854,7.152177866,7.343383216,6.837470257
Otu127209,5.548977438,4.052427105,4.475280494,5.721995407,5.815114901,6.359437401,6.630176446,6.322160719,0
Otu1273,5.372886179,0,0,0,0,0,6.003452495,0,0
Otu127357,6.113248844,4.40267099,5.366971235,5.96419861,6.378276541,7.026523158,7.159638094,6.695876619,6.347406139
Otu127363,5.673916175,3.690651278,4.631961831,5.319202896,6.322831123,6.680354115,6.262129094,6.321459751,0
Otu127411,5.372886179,4.201940884,4.801290717,5.64739754,6.084346063,6.608449286,6.56315909,6.022012108,6.367899516
Otu127450,5.673916175,3.568250025,4.728364194,5.801322591,5.490518845,6.356627377,6.52601642,6.020247546,0
Otu127471,5.673916152,4.324708652,4.657292472,5.702238865,6.414562684,6.682856114,6.748278416,6.789696175,6.831028751
Otu1275,5.071856184,3.068562942,4.079699308,5.026670781,5.400342215,0,6.305802937,0,0
Otu127560,5.770826188,0,4.730254417,5.635459215,6.41308523,6.527934864,6.640274593,6.020429755,6.347406139
Otu12757,0,0,0,0,5.408682831,5.902981813,0,7.044438879,7.720584044
Otu12759,5.372886179,3.46787948,4.578820113,5.311221502,5.752555579,6.494339398,6.812063126,6.622444201,6.369850917
Otu1276,6.247947431,4.443924417,5.402095975,6.216588545,6.266128065,6.674704906,7.088705959,6.791414082,6.95576497
Otu12772,5.673916175,3.91135858,4.731365624,5.20276204,5.709712827,5.924797348,6.486334811,6.308973833,0
Otu127774,0,4.024233312,4.188038783,0,5.514403598,0,0,6.308157328,0
Otu1278,6.185799522,4.474567777,5.423203233,5.930513495,6.568434669,7.000494614,7.19330387,7.147372997,6.369850917
Otu127801,5.071856184,3.397988309,0,0,0,5.920867055,6.018974221,0,0
Otu12781,5.673916175,3.91135858,4.397370975,5.570738825,6.136197344,6.38585639,6.807210388,6.308973833,0
Otu127848,5.673916175,0,4.438268625,5.685828925,5.94825501,6.215056542,0,6.020247546,0
Otu127852,5.548977438,3.294092175,4.93353987,5.458354754,5.70137221,6.511124839,6.555103209,6.30831296,0
Otu127871,5.372886179,0,4.218002006,0,0,5.871602456,0,7.276516057,8.039569097
Otu1279,6.071856175,4.490461104,4.966442248,6.206865493,6.371660205,6.912052783,7.008725006,6.904373956,6.833296895
Otu127903,5.548977438,0,4.160010059,5.435255004,5.490518845,0,5.894308026,6.020247546,0
Otu12791,5.974946171,3.951874469,4.862500276,5.695358331,6.423713887,6.382486717,6.862960247,6.699692298,0
Otu128,7.124934612,5.341981118,6.227679897,7.219418623,7.610888079,7.981350591,8.105228365,7.955635153,7.807747274
Otu128044,6.071856175,3.916496759,5.053370369,5.575147944,6.048039103,6.910870498,6.843325509,6.604179438,6.363996021
Otu12806,5.372886179,3.926917006,4.021707361,5.935941197,5.759364157,6.178573646,6.37020419,0,6.652649697
Otu128070,0,0,0,0,0,0,0,5.993404548,0
Otu1281,6.628158667,4.773675751,5.65653942,6.354616827,6.942630818,7.340143463,7.394894587,7.120751255,7.316931436
Otu12811,0,0,4.021707361,5.424610789,0,6.239908653,6.313609581,6.284830996,0
Otu128140,0,0,0,4.99306218,0,0,0,0,0
Otu12819,5.548977438,3.946458315,4.936254951,5.71485734,6.096588177,6.641363046,6.888638106,6.616322026,0
Otu1282,6.372886161,4.62521518,5.481576898,6.112215204,6.671413753,7.091080004,7.227766005,7.157933565,6.836719429
Otu128224,0,0,0,5.210315178,0,0,0,0,0
Otu12823,0,0,4.079699308,5.041910747,0,5.902981813,0,0,6.367899516
Otu1283,6.151037422,4.441158549,5.411659742,6.055900294,6.640688992,6.99154944,7.346464603,7.112352956,6.956439575
Otu12832,0,0,0,0,0,0,6.006089386,0,0
Otu128373,0,0,0,0,5.458334162,5.871602456,0,0,0
Otu128382,5.770826188,0,0,5.210315178,5.490518845,0,0,6.49755101,0
Otu1284,5.974946159,4.350701554,4.840674915,6.191145678,6.507881696,7.167970739,6.897011456,7.08773084,6.656822772
Otu1285,7.214870968,5.376913219,6.185522453,7.155065641,7.548970444,8.015840411,8.140811072,7.936370275,7.537519326
Otu12859,0,3.258619857,4.036771108,0,0,0,0,0,0
Otu1286,5.071856184,3.536144311,4.397370975,5.616260529,5.536437753,6.241798405,6.47197086,0,0
Otu128627,5.673916175,3.258619857,0,5.096958314,6.046605868,6.506830766,6.646859121,6.457673294,6.347406139
Otu128683,0,0,4.036771108,0,0,0,0,0,0
Otu1287,6.350609765,4.651568396,5.404273001,6.386170126,6.653576296,7.16326984,7.260186513,6.947395241,6.355792776
Otu1288,6.372886157,4.516804668,5.465011993,6.323282092,6.82189871,7.023549637,7.315416552,6.897613776,6.660943763
Otu128827,0,0,0,0,5.778271101,6.257202908,0,0,0
Otu128845,0,0,0,0,0,0,5.894308026,0,0
Otu128968,5.071856184,0,0,0,0,0,0,0,0
Otu129,7.455671533,5.714445316,6.494253942,7.575919722,7.875076914,8.34689298,8.438029389,8.183286526,8.116137949
Otu1290,5.974946171,4.580361019,5.319813996,6.446229947,6.57498934,7.100015502,7.123742203,7.177430406,6.831964073
Otu1291,6.071856175,4.12271594,5.436142303,6.472469407,6.57588318,7.086418298,7.196306527,6.69421242,6.669906308
Otu1292,6.433584,4.87415436,5.669655066,6.611370473,7.000058313,7.375061744,7.231682647,7.324234648,6.65540958
Otu12928,0,3.919504282,4.160010059,5.041910747,5.490518845,6.188605478,5.894308026,0,0
Otu1293,5.071856184,3.294092175,4.380729304,5.692576072,6.275719279,6.194333537,6.006089386,6.488604197,0
Otu12935,5.071856184,3.068562942,4.188038783,0,0,5.871602456,0,6.321277542,0
Otu12936,5.071856184,0,4.438268625,0,0,0,0,0,0
Otu129393,0,0,0,5.096958314,0,0,0,0,0
Otu1294,6.185799522,4.321061731,5.159556396,6.392166098,6.446370782,6.912423367,7.294090111,6.597340927,6.669906308
Otu12941,5.071856184,0,0,5.041910747,5.400342215,0,0,0,0
Otu129428,0,0,4.489068779,0,0,0,0,0,0
Otu12947,5.071856184,3.068562942,0,0,0,0,0,0,0
Otu1295,6.534254163,4.666937297,5.621332842,6.754664679,6.979562759,7.499970884,7.35431482,7.386211326,6.669906308
Otu12953,5.673916152,0,4.218002006,5.492875621,6.008672637,0,6.345829125,6.293066686,6.355792776
Otu1296,6.628158667,4.966874876,5.502659897,6.373220859,6.931506411,7.483374908,7.437914058,7.343209526,7.059935393
Otu1297,6.302305084,4.476145061,5.453120684,6.292151497,6.843524101,7.290063922,7.269905269,7.276602978,7.204662289
