,Control,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8
Otu129719,5.071856184,3.577748075,4.188038783,5.096958314,5.765782263,0,0,0,6.363996021
Otu12977,0,0,0,0,0,5.924797348,6.320004217,0,0
Otu1298,6.026098673,4.004018516,5.247148774,6.120246776,6.476336618,6.80736234,6.912797415,7.007867832,6.669906308
Otu12989,0,3.568250025,4.218002006,0,5.826590396,5.956172913,6.339806228,0,0
Otu129974,0,0,0,0,0,0,5.894308026,0,0
Otu13,0,0,4.160010059,0,0,0,0,0,0
Otu130,7.392002453,5.764795115,6.469113403,7.500431199,7.893326111,8.326097828,8.426735325,8.252059187,8.057613936
Otu1301,6.302305094,4.553227521,5.434067894,5.969374217,6.663705268,7.162043324,7.025313483,7.090472989,7.144251682
Otu1302,6.534254163,4.780143321,5.499383801,6.598271549,6.872755696,7.337578856,7.402617785,7.23848784,6.837642588
Otu13028,0,3.421510737,4.438268625,5.327700776,5.877463469,5.871602456,6.262129094,6.293066686,6.663908723
Otu1303,0,3.258619857,0,0,0,0,0,0,0
Otu130351,0,0,0,0,0,5.956172913,0,0,0
Otu1304,6.113248852,4.635470002,5.146994944,6.251741162,6.688319631,6.995303037,7.011036209,6.898750702,6.668929511
Otu13042,5.372886179,0,4.188038783,0,5.774729367,6.225827344,6.003452495,0,0
Otu1305,6.151037415,4.531771361,5.351021188,6.010609119,6.467296137,7.044350132,7.171313847,6.990979061,7.204717281
Otu13050,0,3.676763252,4.079699308,5.210315178,5.490518845,0,6.006089386,6.479722335,0
Otu130548,0,0,4.218002006,0,0,0,0,0,0
Otu13056,0,0,4.35270058,0,0,0,0,6.022012108,0
Otu130679,5.071856184,0,0,0,0,0,6.320004217,6.022012108,0
Otu130702,0,3.580976254,0,0,5.765782263,0,0,0,0
Otu13087,5.071856184,0,0,0,5.408682831,0,0,5.993404548,0
Otu1309,6.486829514,4.554497036,5.378057322,6.308362211,6.706769288,7.457734517,7.165249167,7.152545998,6.844376889
Otu13093,5.770826188,3.739194176,4.77854156,5.349139742,6.078044656,6.410366609,6.472869206,0,6.658803691
Otu131,7.16876618,5.413718959,6.248893647,7.153618182,7.591689041,7.91773859,8.097060095,7.906262514,7.702206788
Otu13104,6.247947425,4.225226645,4.853428405,6.278292648,6.579714669,7.009709252,6.772822484,6.862172671,6.844376889
Otu131053,0,3.166849484,4.218002006,0,0,6.386160851,6.338100193,5.973980278,6.363996021
Otu1311,5.974946159,4.530734969,5.25824427,6.427686541,6.559856866,7.038785085,7.209576815,7.152000999,7.060038653
Otu1312,6.2179842,4.527387372,5.227856451,6.487026046,6.601144493,7.177685911,7.426874159,6.916926738,7.260740002
Otu131230,0,0,0,5.514011201,0,0,0,0,6.352961779
Otu131281,0,0,0,0,0,5.902981813,0,0,0
Otu13129,5.770826188,4.118970609,5.092580452,6.075118604,6.524000838,6.866594195,6.627306984,6.3080634,0
Otu1313,6.302305089,4.356012309,5.340695254,6.199622894,6.599289846,6.905138888,7.076332558,6.85007444,0
Otu1314,6.469796174,4.562270637,5.484168277,6.293886253,6.963826976,7.267679582,7.422334904,7.144354704,6.956059801
Otu13144,5.372886179,3.397988309,4.939578259,5.551853481,0,6.215056542,6.018974221,6.307401139,6.355792776
Otu13148,5.770826188,0,4.60622704,5.533363826,6.048503284,0,5.894308026,6.294434544,0
Otu1315,6.275976144,4.573260166,5.197545106,6.386907756,6.614869791,7.016364887,7.217045789,7.002140872,6.355792776
Otu1316,6.394075457,4.776044597,5.558109291,6.334164081,6.812592401,7.387714577,7.287460586,7.042354442,7.316405322
Otu13168,6.910705257,5.167331693,6.032701149,6.971491297,7.394617111,7.921436224,7.689662608,7.694987095,7.759074711
Otu13169,0,0,0,4.99306218,5.536437753,5.956172913,6.37020419,0,0
Otu1317,6.071856165,4.456384767,5.400753753,6.349743938,6.598288482,7.18769524,7.089717352,6.914888782,7.135313743
Otu13170,6.45206741,4.429437346,5.35822175,6.424331819,6.778959249,7.118625269,7.241746673,6.719960624,0
Otu131762,5.071856184,0,0,0,5.458334162,0,0,0,0
Otu1318,6.394075465,4.508469898,5.314884149,6.374502282,6.771702532,7.252845417,7.375951025,7.041152632,6.960905041
Otu131846,0,0,4.330334539,0,5.536437753,5.956172913,0,0,6.347406139
Otu1319,6.796132038,4.982464031,5.833995168,6.777315136,7.082398697,7.593482953,7.70685323,7.468112594,6.96206373
Otu13193,6.185799522,4.147044272,5.291504719,5.932483024,6.436677235,6.869015661,7.070673109,6.909981414,0
Otu13196,6.026098683,3.802078647,5.230295863,5.925548373,6.228496094,6.763853064,7.011345357,6.794212144,6.656810287
Otu132,7.331927555,5.592773834,6.402689389,7.377174795,7.71261985,8.195319453,8.214821115,8.013975248,7.91646954
Otu1320,6.486829514,4.514220565,5.214775419,6.240711724,6.576414177,7.159927398,7.109742957,6.600302988,6.962955993
Otu13203,6.151037415,4.423905169,5.385325924,6.271606122,6.54149452,6.9607341,7.025584837,7.011833725,7.055551248
Otu1322,6.83528416,4.969190229,5.857230519,6.677874251,7.204137761,7.611982223,7.655162829,7.543494483,7.633643285
Otu13220,6.2179842,4.471387372,5.362480476,6.403585491,6.81027261,7.13992787,7.3081488,6.855552336,6.658803691
Otu132208,0,0,0,0,0,0,0,6.298759748,0
Otu132209,0,0,0,0,0,0,0,0,6.355792776
Otu132272,0,0,4.188038783,0,5.408682831,0,0,0,0
Otu132336,0,0,4.218002006,0,0,0,6.003452495,0,0
Otu1324,6.486829518,4.625969084,5.474769687,6.528635671,6.819947273,7.143950692,7.335031882,7.331692455,7.205722517
Otu13243,5.548977438,3.87405501,4.422738447,5.342940743,5.919527458,5.924797348,6.338100193,6.293066686,0
Otu1326,0,0,0,0,0,0,6.018974221,0,0
Otu13262,0,3.995683495,4.519032002,5.503351798,0,5.871602456,6.069174194,6.463684874,0
Otu1327,6.151037415,4.498115672,5.136232845,6.021191508,6.296593252,6.806760695,7.099956201,6.615843222,7.140365864
Otu132708,0,0,4.036771108,0,0,0,0,5.99203669,0
Otu1328,0,0,0,0,5.536437753,0,0,0,0
Otu1329,5.372886179,4.562833202,5.167315897,6.032043673,6.556858967,6.900124287,6.837720801,6.608762391,7.064321582
Otu132905,5.071856184,0,4.021707361,5.041910747,0,0,0,0,0
Otu13293,5.071856184,3.564819207,4.35270058,5.210315178,5.932690243,0,6.338100193,5.973980278,0
Otu133,7.247947426,5.502011804,6.276732608,7.318452483,7.593235377,8.164477912,8.017058613,8.041591489,8.058583781
Otu1330,6.026098683,4.248430043,5.228425551,5.887285632,6.166474424,7.025137226,6.926078366,6.695876619,0
Otu1331,0,0,4.021707361,0,5.408682831,0,0,0,0
Otu133167,0,0,0,5.210315178,0,0,0,0,0
Otu1332,6.350609761,4.73795997,5.630452072,6.433508075,6.951302904,7.476560255,7.488149468,7.180774565,7.135977115
Otu133241,0,0,4.599806991,0,0,5.956172913,0,0,0
Otu13328,5.770826188,3.889136801,4.422738447,5.041910747,5.731335434,6.382179667,6.338100193,6.020429755,0
Otu1333,6.151037415,4.303304015,5.146812576,6.380596564,6.340337804,6.600368978,7.229904509,6.488167303,6.962962163
Otu13339,5.071856184,3.732797729,4.322737357,5.984706279,5.788303101,6.817074172,6.697068887,6.488291385,6.653991774
Otu1334,6.486829511,4.821663667,5.434032589,6.66541789,7.012919656,7.294379752,7.4128697,7.234646551,7.361184623
Otu13340,0,4.093469986,4.021707361,5.76703347,5.490518845,5.924797348,6.508570814,5.99203669,6.663908723
Otu13344,6.247947431,4.374608722,5.12736541,6.289684507,6.435178268,6.821249964,7.157665471,7.042389081,6.961695032
Otu133454,5.071856184,0,0,0,0,0,0,0,0
Otu133468,5.548977408,0,4.595689966,4.99306218,5.400342215,0,6.320004217,0,0
Otu13352,5.372886179,3.59864776,4.631663285,5.210315178,5.826590396,5.924797348,6.447149995,6.3080634,0
Otu13359,5.372886179,0,4.744811045,0,5.937305789,6.410366609,6.452801933,6.020429755,0
Otu1337,6.534254166,4.897381102,5.728139444,6.809302829,7.180719642,7.557525616,7.72806688,7.535684501,7.058689494
Otu13383,0,4.007290496,4.5833832,5.430771098,5.752555579,6.213046492,6.613734357,6.488229348,0
Otu13387,5.372886179,0,4.079699308,0,5.400342215,5.902981813,6.002402206,6.022012108,0
Otu133874,0,0,0,0,0,5.902981813,0,0,0
Otu13394,5.548977438,0,4.67850054,5.429158417,5.97362746,6.497182017,6.338585362,6.30749521,0
Otu13396,5.770826188,3.634900805,4.871506876,5.740382712,6.078121739,6.687707637,6.666024498,6.299689875,0
Otu134,7.554729751,5.76347525,6.642873602,7.565063167,8.014422003,8.338200006,8.539082592,8.273924202,8.101722409
Otu134033,5.071856184,3.166849484,0,0,5.709712827,0,0,0,0
Otu134060,5.548977438,0,4.021707361,5.430771098,5.815114901,6.205623958,6.305279704,0,0
Otu134064,5.071856184,3.294092175,4.188038783,0,5.788303101,0,0,5.973980278,0
Otu13418,5.850007419,3.973611637,4.815235589,5.026670781,6.148870998,6.699971458,6.703269833,6.862014116,6.662918327
Otu1342,6.534254163,4.73314922,5.412621451,6.718949178,6.901552973,7.318805797,7.407305846,7.12007339,7.141595032
Otu13422,5.770826188,3.825124477,4.675109069,5.978470496,5.536437753,6.423085447,6.768214187,6.489369645,6.662918327
Otu13425,6.151037415,4.244950319,4.698362553,6.078391675,6.403800399,6.659084399,6.757097212,6.463222165,6.838958122
Otu134269,0,0,4.188038783,5.503792035,0,0,0,0,0
Otu13427,5.071856184,3.839490549,4.422738447,5.327700776,5.514403598,5.920867055,0,6.022012108,0
Otu1343,6.705324622,5.048934934,5.703661446,6.65767099,7.0511097,7.534539609,7.568100063,7.625635825,7.317371079
Otu1344,6.185799522,4.675775189,5.382285926,6.240592871,6.759293575,7.025985019,7.15801654,6.899999805,7.135378255
Otu13441,5.071856184,3.474936118,0,5.416164271,5.735247663,5.883404663,6.003452495,0,0
Otu13444,6.185799515,4.416693766,5.27929015,6.337912407,6.414482493,7.207950713,7.143074093,6.597292667,0
Otu1345,6.071856165,4.116412869,5.163940353,6.341163154,6.57227193,6.809925145,7.26502604,6.838373999,6.66698215
Otu13454,5.673916175,3.545684197,4.595738629,5.096958314,5.950633342,6.394711816,0,5.973980278,6.661524863
Otu13459,5.071856184,3.842212131,4.359795397,5.411477774,5.408682831,6.213046492,6.804587653,6.308157328,6.347406139
Otu1346,5.071856184,0,0,0,0,5.924797348,0,0,0
Otu1347,6.2179842,4.534213505,5.450741125,6.129215539,6.690358843,7.183380467,7.070827741,7.006723742,6.961410195
Otu1348,6.151037415,4.673809107,5.449416395,6.37190976,6.697299614,6.995882393,7.203737885,7.048366132,7.056488262
Otu134872,5.372886179,0,4.021707361,0,5.408682831,5.956172913,6.452429009,5.973980278,6.363996021
Otu1349,6.705324622,4.856127269,5.702365295,6.698637268,6.907415107,7.545908279,7.590012648,7.044872927,7.214113715
Otu135,7.329534742,5.559231306,6.334151118,7.306382974,7.604440264,8.103574535,8.20403592,8.032854993,7.865061934
Otu1350,6.302305094,4.239877723,5.217990394,6.181633758,6.544218043,6.868593918,7.139836819,6.960341677,6.659543938
Otu135015,0,0,4.160010059,5.210315178,0,5.883404663,0,0,0
Otu13509,6.54897742,4.886239092,5.519404399,6.548545268,6.878939232,7.546236527,7.512182628,7.365156723,7.400056424
Otu1351,6.779426344,4.8706424,5.847088016,6.72206517,7.134126265,7.467095212,7.737216944,7.468228287,7.43897616
Otu13515,5.770826188,4.063580941,4.899996573,5.855788201,6.306996882,6.598757667,6.812063126,6.30749521,6.363996021
Otu1352,5.673916175,3.787328146,4.610198769,5.507585024,5.815433593,6.367150175,6.471614044,6.322251648,0
Otu1353,5.372886179,4.065900838,4.218002006,5.771904114,6.378227984,6.512137881,6.003452495,6.498079102,6.352961779
Otu13530,6.61592421,5.03127211,5.60909679,6.551364521,6.958820169,7.417686615,7.621652712,7.371551583,7.319915014
Otu135313,5.071856184,4.126154472,5.345751926,5.910910785,6.428150816,6.874751736,6.919691507,6.947395241,6.829188776
Otu13535,5.071856184,0,0,5.349139742,5.408682831,6.22189705,6.305279704,6.020247546,0
Otu1354,0,3.258619857,4.188038783,0,0,5.871602456,6.018974221,6.284132313,0
Otu135478,0,0,0,0,0,0,6.006089386,0,0
Otu1355,6.394075461,4.563750233,5.468969652,6.364830453,6.834006973,7.018157889,7.230928128,7.181089746,6.663908723
Otu1356,5.770826188,4.317820601,5.075699917,5.737373742,5.921446801,6.912899262,7.120324556,6.682991036,0
Otu135603,0,3.294092175,0,0,0,0,0,0,0
Otu135613,0,0,0,0,0,0,6.195338022,0,0
Otu135617,0,0,4.036771108,0,0,0,0,0,0
Otu1357,6.414278844,4.85716689,5.186222666,6.282438203,6.702147453,7.272944469,7.239856134,7.216249575,6.670880913
Otu1358,6.372886152,4.645924547,5.582770309,6.478524103,6.739809598,7.228036405,6.941695931,6.963591343,7.312183648
Otu13594,0,3.397988309,0,0,0,0,0,0,0
Otu13595,0,3.068562942,0,0,0,0,0,6.020429755,0
Otu136,7.049579773,5.28141663,6.057345314,7.093493565,7.450088081,7.886742249,7.998156121,7.846978748,7.535957249
Otu13606,0,3.397988309,0,0,0,0,6.003452495,0,0
Otu1361,6.275976149,4.52624314,5.172291822,6.062350791,6.656009165,7.021308888,7.040895105,7.044567223,7.055785572
Otu136147,0,0,0,0,0,0,0,5.973980278,0
Otu13615,5.548977438,0,4.160010059,0,5.956729963,0,6.006089386,0,0
Otu136192,5.850007434,3.710938753,4.688676056,5.411477774,6.2590857,7.037621404,6.843859272,6.623190715,6.352961779
Otu1362,6.350609761,4.54639316,5.44346678,6.432890008,6.983430407,7.360670257,7.419411727,7.048697311,7.140558627
Otu1363,6.247947425,4.391843883,5.194718057,6.394616529,6.351810148,7.006770836,7.171860913,6.949502045,6.363996021
Otu1364,6.590370107,4.837856584,5.619571474,6.606001077,6.820538695,7.478492016,7.567013579,7.368998047,7.264533599
Otu13640,0,0,0,0,5.490518845,0,0,0,0
Otu136559,5.071856184,0,0,0,0,0,0,0,0
Otu1366,6.071856165,4.528630096,5.342247816,6.484829626,6.705547958,7.261721722,6.966743976,7.178137045,6.662518438
Otu1367,6.247947431,4.626722836,5.063381964,6.219953669,6.607375716,6.89639325,7.08423515,6.956089218,6.840372733
Otu13677,0,0,0,0,0,0,6.069174194,0,0
Otu1368,6.247947425,4.057171428,4.952094837,5.983445627,6.575945958,6.767877209,6.751300451,6.955905341,6.651222838
Otu13687,5.548977438,0,0,0,0,5.956172913,0,0,0
Otu1369,6.247947431,4.312242203,5.393543275,6.307043988,6.801273529,6.950549218,6.977593806,7.084919075,6.834235647
Otu136956,0,0,0,0,5.400342215,5.883404663,6.003452495,5.973980278,0
Otu13699,5.372886179,3.258619857,0,5.364264937,0,0,6.069174194,0,0
Otu1370,0,0,0,5.096958314,0,0,0,0,0
Otu1371,5.850007434,4.54570181,5.267562038,6.29899454,6.55194938,6.997350749,7.087772404,6.702816469,6.835657428
Otu137122,5.071856184,3.166849484,4.808982243,5.026670781,5.752555579,0,6.002402206,0,0
Otu1372,6.071856175,4.560702204,5.210277436,6.21830488,6.795687133,7.064864652,7.031309658,6.843090615,6.971910908
Otu137223,0,0,0,0,5.400342215,0,6.002402206,0,0
Otu137285,5.372886179,3.79243999,4.160010059,5.041910747,5.939611376,6.172632452,5.894308026,0,0
Otu1373,6.503219934,4.328836565,5.423237016,6.285268837,6.724127002,7.251369887,7.250116727,7.000894674,7.20206868
Otu13730,0,3.166849484,0,0,0,0,0,0,0
Otu1374,6.247947431,4.190254906,5.289344074,6.239824416,6.361956142,6.695255754,7.169715699,7.050531573,6.669906308
Otu1375,6.217984213,4.289275712,5.343909277,6.373819315,6.768903833,7.280297687,7.347708917,6.965650373,7.138913582
Otu13753,0,0,0,0,5.514403598,0,0,0,0
Otu1376,5.916954211,3.800079458,5.208633243,6.045749488,6.076784569,6.690221358,6.66544889,6.299689875,6.837470257
Otu13767,0,0,0,0,0,0,0,6.275010273,6.367899516
Otu1377,6.804249928,5.110277686,5.676600137,6.830783914,7.240051157,7.595052612,7.744399206,7.561695154,6.957840283
Otu13778,0,3.166849484,4.079699308,0,0,0,0,6.022012108,6.367899516
Otu1378,5.071856184,0,4.036771108,0,0,0,0,0,0
Otu137809,5.071856184,0,4.036771108,5.503792035,5.778271101,6.184434659,0,0,0
Otu138,6.850007419,4.973293249,5.953694462,6.869287144,7.15564163,7.710228905,7.816429767,7.350083765,7.264169843
Otu1380,6.071856165,4.19332772,4.934570702,5.903294256,6.475163944,7.082551877,6.844430801,6.463684874,6.840098392
Otu13805,0,3.595122171,0,4.99306218,0,6.492508947,6.018974221,6.30749521,0
Otu138060,0,0,4.160010059,0,0,0,0,0,0
Otu138067,0,0,0,0,0,0,0,0,6.347406139
Otu138092,0,0,0,0,5.514403598,0,0,5.973980278,0
Otu1381,6.753097404,4.866750112,5.735590093,6.694301476,6.933553261,7.438382242,7.529341533,7.432950684,7.139709167
Otu1382,6.151037407,4.574492187,5.439097636,6.175160269,6.428853564,6.936184818,6.973696346,7.003576441,6.96703518
Otu1383,6.302305089,4.547458868,5.254612757,6.351331892,6.904121189,7.291841386,7.140257804,7.307600831,6.66698215
Otu1384,5.916954224,4.32532585,5.095933577,6.039514732,6.132174,7.061969656,6.890602028,6.789727163,0
Otu138477,0,0,0,5.20276204,0,5.924797348,0,0,0
Otu1386,0,3.294092175,0,0,0,0,0,0,0
Otu13862,0,0,0,0,0,0,6.003452495,0,0
Otu138620,0,0,0,0,0,0,6.003452495,0,0
Otu1387,6.891400104,5.239237942,6.109060205,7.093127374,7.362373833,7.814892721,7.900820797,7.708607779,7.661721669
Otu138726,0,3.068562942,0,0,0,0,0,0,0
Otu1388,5.548977408,4.533475449,5.238761628,6.040750705,6.482754706,6.811498734,6.731441934,6.893616394,6.843077691
Otu138864,0,0,0,0,5.458334162,0,0,0,0
Otu139,7.396138622,5.619821381,6.427353201,7.434498787,7.787600464,8.142232407,8.232862085,8.051891888,7.900577515
Otu1390,6.247947431,4.538645693,5.28420332,6.2675898,6.391092105,6.996919147,7.245403545,7.150474471,6.665026017
Otu1391,6.302305089,4.324727567,5.093880512,6.176536868,6.315155714,7.04298118,6.904534836,6.307401139,6.369850917
Otu1392,5.548977438,3.823228834,4.776064264,5.755134247,5.900338103,6.683509741,6.764486477,6.307401139,0
Otu13933,5.673916175,3.943441026,4.914923448,5.997243051,6.101199358,6.805966566,6.624167281,6.488291385,6.660943763
Otu13934,5.372886179,3.687656273,4.805138485,5.915282991,5.705562541,6.203569669,6.683784205,6.020429755,6.352961779
Otu13938,6.486829514,4.668087873,5.37468394,6.400370441,6.589461807,7.16841037,7.21881659,7.236574121,6.656822772
Otu139380,0,3.258619857,0,0,0,0,0,0,0
Otu139382,5.071856184,0,0,5.041910747,5.536437753,0,0,0,0
Otu13939,5.974946159,4.266753737,5.009187104,6.169131662,6.287418705,6.22234109,6.914322227,6.711108427,6.835786036
Otu1394,6.503219931,4.56274241,5.665252648,6.333039519,6.863201078,7.284911588,7.450248411,7.002490416,6.65540958
Otu139475,0,0,0,5.327700776,0,0,0,0,0
Otu1395,5.974946159,3.853753155,4.491003278,5.742875789,6.049930281,6.7090476,6.806959563,6.799048443,6.367899516
Otu139512,5.071856184,3.397988309,0,0,5.815114901,0,0,0,0
Otu139532,0,0,0,5.096958314,0,0,6.291513395,0,0
Otu13966,5.372886179,3.564819207,4.438268625,4.99306218,5.458334162,6.213046492,6.503272158,6.020429755,0
Otu1397,0,0,0,0,0,5.924797348,0,0,0
Otu13973,6.151037407,3.99440444,4.926023531,6.094484444,6.454517772,6.394711816,6.831383703,6.615919862,6.369850917
Otu13977,6.113248852,4.713729847,5.397804861,6.247112496,6.755494743,7.088855655,7.140903028,6.911260923,6.355792776
Otu1398,7.0586279,5.296247527,6.092713474,7.00049777,7.411707305,7.783584498,7.95011386,7.727357849,7.66066131
Otu139831,0,3.294092175,0,0,0,5.920867055,0,0,0
Otu1399,6.715308842,4.88914101,5.762748555,6.604240584,7.119270552,7.657072245,7.70075635,7.382411324,7.263950224
Otu14,0,0,0,0,0,0,6.069174194,0,0
Otu140,7.168766181,5.449276885,6.223422842,7.245655791,7.639614946,8.028211847,8.11602234,7.999190909,7.740821688
Otu1400,6.026098683,4.358067411,5.147703175,6.023633094,6.648141801,6.746696588,7.025313483,6.847423966,0
Otu14001,5.77082617,3.699018305,4.933562225,5.838752301,5.967106475,6.510381078,6.59327803,6.609140362,6.347406139
