,qPCR,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9
Otu1604,3.909080512,1.625072128,2.940813315,3.437031272,3.673677075,3.56362086,3.558502609,0,0,0
Otu1605,5.120333066,3.284299072,4.223645842,4.828319345,4.961525429,4.964579776,4.86487855,5.207497384,5.471610392,5.735848001
Otu1606,3.327233311,0,0,3.645057173,0,0,0,0,0,0
Otu1607,4.152793526,2.251686621,3.71338491,3.853206376,4.07596067,3.251867998,4.235254494,4.428772752,4.637375636,0
Otu1608,3.32902773,1.506706758,2.852853606,3.51639389,3.502814598,3.262051956,0,3.948983627,0,0
Otu1609,3.32832683,1.625072128,3.060029439,0,0,0,3.88831103,0,4.81726714,4.959689649
Otu161,5.418538785,3.789703191,4.917656378,5.330250333,5.334350709,5.332170278,5.419893679,5.682463008,6.05471591,6.325541769
Otu1610,0,2.075974465,3.06557134,3.719623022,3.211031744,3.26979646,0,0,0,0
Otu1614,3.620515284,0,0,0,0,0,0,0,0,0
Otu1624,3.619861556,2.540484377,3.687154214,4.281298891,3.790580168,4.337308813,4.061269494,4.551592457,4.332713765,0
Otu1625,3.327233311,1.885218079,0,3.494112532,0,0,0,0,0,0
Otu1626,3.786222575,1.625072128,0,3.324975096,3.711063048,0,0,0,4.854827809,0
Otu1627,3.909643442,1.870939467,3.196804566,3.844359883,0,3.551836406,3.858427317,0,4.648224459,0
Otu1628,3.32902773,2.075143847,3.324985317,0,0,3.71743435,3.522902003,3.948983627,0,0
Otu1629,0,0,3.679217865,4.07057566,3.503975003,3.943436431,3.873579469,0,0,4.967699198
Otu163,5.266540058,2.963043882,4.336245901,5.05668438,5.07881068,4.814801213,5.112213356,5.330725156,5.720035048,5.737128643
Otu1636,0,0,0,0,3.211031744,0,0,0,0,0
Otu1637,3.327233311,1.774944105,2.549165074,0,0,3.273055324,3.551860032,0,0,0
Otu1638,3.619220347,0,2.870281625,3.16895382,3.816676796,3.26979646,3.551860032,0,4.340145885,0
Otu1639,3.617919549,2.134601755,0,3.767377138,3.72326976,3.563079576,3.558502609,0,4.332713765,0
Otu164,0,1.625072128,0,3.586740262,3.55022274,3.854616448,3.551860032,0,0,0
Otu1640,0,0,0,0,3.533517818,3.251867998,3.858330665,0,4.377706554,0
Otu1641,3.32902773,2.227157861,3.065354006,4.249885694,3.262720171,3.22735585,3.825044008,3.938155551,4.641175881,0
Otu1642,3.32902773,0,0,0,0,0,0,0,0,0
Otu1643,3.792119352,2.048190061,3.2953848,0,0,0,0,0,4.659075417,0
Otu1644,0,0,0,0,3.213300734,0,0,0,4.382322691,0
Otu1645,0,0,0,0,3.715954193,0,0,0,0,0
Otu1646,0,0,0,3.215363894,4.073798316,0,3.825044008,0,0,0
Otu1647,3.32832683,2.06620741,3.214506915,3.839782998,3.523380022,3.864133319,0,0,4.936492966,4.96173768
Otu165,5.667747423,4.057366191,5.06311451,5.622915322,5.5992194,5.526255471,5.508106844,5.909171386,6.138360132,6.190931576
Otu1654,0,0,2.879334946,0,3.512061739,0,3.58728109,4.259275384,4.382322691,0
Otu1655,3.327817828,0,2.631645359,0,0,3.251867998,0,0,0,0
Otu1656,3.329231888,2.329020693,2.719426777,3.215363894,0,0,3.58728109,4.418255111,4.382322691,0
Otu1657,3.618839207,1.885218079,0,3.215363894,0,0,3.522902003,3.963000483,4.325009689,0
Otu1658,0,1.962243586,2.549165074,3.615169682,3.541326691,3.262051956,0,4.249349091,0,0
Otu1659,0,0,0,0,3.464540483,3.746538899,3.522902003,3.931143154,0,0
Otu1660,0,0,0,0,3.163510785,0,3.551860032,0,0,0
Otu1661,0,0,2.517483727,3.140558765,3.211031744,0,0,3.963000483,4.979766545,0
Otu167,4.211321337,2.876212927,3.676804913,4.522137495,4.376208013,4.462387745,4.400267682,4.428772752,4.332713765,0
Otu1672,4.047390043,1.506706758,0,3.0632147,3.514330729,3.262051956,0,0,4.325009689,4.967699198
Otu1673,3.32902773,1.774944105,3.514172911,4.267134816,3.163510785,3.96368715,3.873579469,3.931143154,4.676305938,0
Otu1674,3.792189642,2.149571637,2.588450085,3.136001276,3.715325059,4.372112509,3.524021159,3.9513206,4.662681668,0
Otu1675,3.618518043,2.227157861,2.959887403,3.844549025,3.211031744,3.572457793,3.551860032,0,0,0
Otu1676,0,1.774944105,2.631645359,3.140558765,0,3.251867998,0,0,0,0
Otu1677,0,1.774944105,0,0,0,0,3.841288195,0,0,0
Otu1678,0,2.075143847,0,0,3.213300734,0,0,0,0,0
Otu1679,3.619528241,1.625072128,3.337341696,3.788751647,3.211031744,3.722835243,3.522902003,4.442743754,0,0
Otu1689,0,1.926102175,3.28540917,3.466746788,3.211031744,3.862687881,3.540258269,0,4.680960224,0
Otu1690,3.327233311,0,0,3.140558765,3.464540483,0,0,0,0,0
Otu1691,4.04774013,1.774944105,3.262821429,3.866364841,4.14390669,4.07468535,4.353000051,0,4.655480522,0
Otu1692,3.786409921,1.625072128,3.53354155,4.06324526,3.512061739,4.071575546,3.551860032,3.938155551,0,4.959689649
Otu1694,0,0,2.517483727,3.215363894,3.211031744,0,0,0,4.332713765,4.969816412
Otu1695,0,0,2.719426777,0,3.539730481,3.262051956,3.841288195,0,0,0
Otu1696,3.329231888,0,3.227164713,3.456018326,0,0,0,0,4.332713765,0
Otu1697,0,0,2.631645359,0,0,0,3.540258269,0,0,0
Otu1698,4.046835571,2.536961182,3.388735781,3.880537802,3.163510785,0,3.88831103,3.963000483,4.368317423,0
Otu1699,3.620515284,0,0,0,3.512061739,0,0,0,0,4.959689649
Otu17,0,0,0,3.136001276,0,0,0,0,0,0
Otu170,4.42185645,2.414899586,4.045777113,4.496668733,4.533915914,4.50725251,4.067354098,4.803574667,5.215160263,4.944317279
Otu1707,4.04732288,0,0,3.215363894,0,0,3.540258269,0,0,0
Otu1708,0,0,2.542180187,3.109619011,3.912323886,4.08320033,0,0,0,0
Otu1709,3.619039267,1.807736686,0,0,0,0,0,4.734889711,4.340145885,0
Otu1710,3.329768231,2.419028337,3.22330259,3.541717958,3.522270404,0,0,0,4.66036216,0
Otu1711,0,0,0,0,3.249192769,3.26979646,0,0,0,0
Otu1712,0,0,2.549165074,3.136001276,3.51696023,3.273055324,3.558502609,4.249349091,0,0
Otu1713,3.618778733,0,0,3.424040439,3.928657574,3.56362086,0,0,4.340145885,5.264506749
Otu172,5.390387083,3.634641619,4.733707709,5.213947824,5.113312947,4.943961482,5.2477625,5.527599218,5.983227359,5.805868507
Otu1722,3.619502912,2.186248075,0,3.16895382,0,3.273055324,3.551860032,3.963000483,4.377706554,0
Otu1723,3.329231888,1.506706758,0,3.677559471,4.192442491,0,0,0,0,0
Otu1724,3.329768231,1.506706758,2.588450085,3.426394346,3.249192769,3.563079576,3.858330665,0,0,0
Otu1725,3.792133391,0,0,0,0,3.251867998,0,4.533203145,0,0
Otu1727,3.619039267,2.377004096,0,3.51639389,3.563738308,0,0,3.9513206,0,0
Otu1729,0,0,0,3.109619011,0,3.262051956,0,0,0,0
Otu1735,3.792119352,0,2.856283991,3.543512817,0,0,4.048222029,0,0,0
Otu1736,3.327817828,1.885218079,2.866961101,3.140558765,3.211031744,3.26979646,3.540258269,0,4.340145885,0
Otu1737,3.618943958,0,2.870281625,3.6376512,3.827248851,3.233391832,0,4.253136128,4.368317423,0
Otu1738,0,2.570672827,0,0,3.563738308,0,3.558502609,0,0,0
Otu1739,0,2.179644016,3.351652707,4.08521052,3.233757319,3.558018621,3.540258269,3.9513206,4.662681668,0
Otu174,5.106959253,3.360483151,4.576328191,4.874356711,5.046360495,4.852029435,5.072681318,5.350603517,5.678442943,6.137326463
Otu1740,0,1.885218079,2.719426777,3.494728459,3.233757319,3.273055324,0,0,0,0
Otu1749,0,1.774944105,0,0,0,0,3.540258269,4.239185546,0,0
Otu1752,4.047322766,2.075143847,2.719426777,0,3.533517818,3.233391832,3.58728109,3.963000483,4.377706554,0
Otu1753,4.153189324,0,0,0,0,0,3.522902003,0,0,0
Otu1754,3.32902773,1.885218079,3.055944505,3.569553757,3.676270627,3.26979646,0,0,0,0
Otu1755,3.618518043,1.625072128,3.094875055,3.136001276,0,3.570825289,0,3.9656225,4.854827809,0
Otu1756,3.618778733,1.506706758,2.932675355,3.140558765,3.262720171,0,0,3.9513206,0,0
Otu1757,3.909655406,2.508424333,3.495298153,3.85636006,3.163510785,3.53128655,3.551860032,4.422077201,0,0
Otu1758,4.261544896,2.397756165,3.048020972,3.324975096,3.249192769,3.273055324,3.852890028,0,4.676305938,0
Otu1759,3.32902773,0,3.190790061,0,0,0,0,0,4.382322691,0
Otu1761,3.329768231,0,3.108766614,3.324975096,0,0,0,0,0,0
Otu1762,0,0,0,0,0,0,0,0,4.368317423,0
Otu1763,0,0,2.542180187,0,0,3.22735585,0,0,0,0
Otu1764,3.910208709,2.269952881,3.061148384,4.430279752,5.195151998,5.659094587,6.191713235,6.587061258,7.07880637,7.6643182
Otu177,4.754983802,2.613975148,4.045874834,4.720510415,4.64061791,4.532949438,4.324515238,4.899381372,5.1428633,5.257998658
Otu1775,3.617919549,2.252065359,3.065354006,3.742618439,3.688162794,3.251867998,0,4.787285407,0,0
Otu1776,3.79152744,2.5010175,3.661408901,3.410649003,3.502814598,3.739170835,4.258269189,3.9513206,4.833879345,0
Otu1777,0,0,0,3.140558765,0,0,0,0,0,0
Otu1778,0,1.506706758,2.517483727,3.16895382,3.213300734,0,0,0,0,0
Otu1779,3.620515284,1.774944105,2.889480081,3.140558765,3.55022274,0,3.558502609,0,4.325009689,0
Otu1780,0,1.774944105,2.549165074,3.738140643,3.53391958,3.55458512,0,4.239185546,0,0
Otu1781,0,1.885218079,0,0,3.211031744,0,0,0,0,4.947554523
Otu1782,0,2.075143847,3.259031482,3.437031272,0,3.26979646,0,0,4.377706554,0
Otu1783,3.32832683,2.07536936,0,3.494112532,4.072291073,3.26979646,3.551860032,0,0,0
Otu1785,0,0,0,3.437031272,0,0,0,0,0,0
Otu1786,0,0,0,3.215363894,0,3.233391832,0,0,0,0
Otu1799,3.619757025,2.186248075,0,0,3.163510785,3.251867998,0,4.433795739,4.340145885,0
Otu18,3.792269238,1.625072128,0,0,3.523380022,3.273055324,3.825044008,3.9656225,0,0
Otu1800,0,1.983827882,0,0,3.213300734,0,0,0,4.377706554,0
Otu1801,3.786165337,0,3.428765426,3.814121844,3.53391958,3.233391832,0,0,0,4.967699198
Otu1802,3.791260181,2.435631751,2.856283991,3.456018326,3.262720171,3.26979646,0,0,0,0
Otu1803,4.085516762,2.36422102,2.517483727,0,3.828246263,3.26979646,3.858427317,4.541203924,4.940142782,0
Otu1804,3.911012948,0,3.047094291,0,3.213300734,3.563079576,0,4.259275384,0,0
Otu181,3.32902773,0,0,0,0,0,0,0,0,0
Otu1820,4.210811382,1.807736686,2.719426777,0,0,3.725273534,3.58728109,0,0,0
Otu1821,4.210254741,1.774944105,3.213694084,0,3.513197849,3.730114731,3.551860032,3.948983627,0,0
Otu1822,4.08557037,0,2.588450085,3.798901058,0,0,3.540258269,4.235945829,0,0
Otu1823,4.04703005,1.983827882,2.549165074,0,3.464540483,0,0,3.931143154,0,0
Otu1825,0,2.377004096,2.549165074,0,0,0,3.873579469,4.259275384,0,0
Otu1826,3.32902773,0,0,0,0,3.251867998,0,0,0,4.944317279
Otu1827,4.511702291,2.644551455,3.71995505,4.453911657,4.046204451,4.164882561,4.400955884,4.541874762,4.382322691,0
Otu1828,3.618518043,2.134601755,0,0,3.249192769,0,0,0,0,0
Otu1829,3.619039267,2.252065359,3.367568123,0,3.211031744,0,0,0,0,0
Otu1830,3.327233311,0,2.542180187,3.109619011,3.262720171,3.552897993,4.055943615,0,0,0
Otu1831,0,0,0,0,0,3.926325852,0,0,0,0
Otu184,5.548243875,3.852612711,4.876885758,5.339042729,5.325345128,5.372044172,5.42255253,5.730256737,5.693572736,6.213566264
Otu1846,4.15264065,1.926102175,3.12709609,3.722048607,0,3.744427415,0,0,0,0
Otu1847,0,2.36422102,2.879334946,3.51639389,3.213300734,0,3.540258269,0,0,0
Otu1848,4.085348813,2.590469767,2.719426777,3.84356514,3.249192769,3.251867998,0,0,4.382322691,0
Otu1849,3.329768231,0,0,0,0,0,0,0,0,0
Otu185,5.507620745,3.687271716,4.800198497,5.282715505,5.364441291,5.245805174,5.300641456,5.651485574,6.047790213,6.133270423
Otu1850,3.32902773,0,2.843208936,3.215363894,3.233757319,0,3.842065212,0,0,0
Otu1851,4.046882949,2.134601755,3.671927019,3.614646918,3.739818499,4.092516659,4.328609843,4.423461365,0,0
Otu1852,0,0,0,3.821128798,3.739818499,0,3.551860032,4.433261692,0,0
Otu1853,0,2.840088661,3.676014958,0,3.833274595,0,4.274115849,4.418255111,4.340145885,0
Otu1854,3.327233311,0,2.542180187,3.816977891,3.914529008,0,3.558502609,0,0,0
Otu1856,0,0,2.719426777,3.140558765,3.249192769,3.552882691,0,0,4.382322691,0
Otu1858,0,0,0,0,0,0,0,4.239185546,0,0
Otu1859,3.32902773,0,0,0,3.233757319,0,0,0,0,0
Otu186,4.046180045,0,0,0,0,0,0,0,0,0
Otu187,5.276112646,3.324690712,4.546374405,5.240346978,4.997742147,4.88145747,5.16296875,5.441376688,5.8594558,5.85437561
Otu1873,3.617919549,2.048190061,2.542180187,3.424040439,3.533517818,3.233391832,0,0,4.377706554,0
Otu1874,4.210696694,2.07536936,2.517483727,3.621365265,3.522270404,0,0,3.938155551,4.377706554,0
Otu1875,3.619398296,2.245825348,3.077703258,3.493808499,3.826795317,3.869091793,3.841288195,4.234710275,0,0
Otu1876,0,0,3.086778603,0,3.563738308,0,0,0,4.332713765,0
Otu1877,0,1.885218079,0,3.692485149,0,0,0,0,0,0
Otu1879,3.909500634,0,0,0,0,0,0,4.630114176,0,0
Otu1880,3.909685142,0,2.889480081,3.109619011,0,0,0,0,0,0
Otu1881,0,0,2.517483727,3.51639389,0,0,0,4.249964777,4.368317423,0
Otu1882,3.619039267,0,3.384833348,3.617679703,0,0,0,0,0,4.969816412
Otu1883,4.04770822,1.774944105,3.355895246,3.140558765,4.06129856,3.965897142,3.855618866,3.963000483,4.340145885,0
Otu1885,4.048601708,2.227157861,0,0,0,0,0,0,0,0
Otu1886,3.327817828,1.926102175,0,3.16895382,3.708730529,0,4.153920054,0,0,0
Otu1887,3.329768231,0,0,0,4.137928439,3.551836406,0,0,0,0
Otu1888,3.619777903,1.774944105,0,3.830724259,3.513197849,3.22735585,0,3.9513206,0,0
Otu1889,3.78614528,1.506706758,0,3.469998531,0,3.262051956,0,0,4.377706554,0
Otu189,5.093122117,2.963464278,4.449827918,4.959905935,4.794444502,4.909374767,5.087822107,5.10179943,5.354005613,5.962760072
Otu19,5.055471271,2.987406846,4.216131361,4.474845921,4.245308686,4.340883058,4.54984318,5.062636923,5.26743415,4.969816412
Otu190,4.799180873,2.95028268,3.871416282,4.626462931,4.793185541,4.368612124,4.630745442,4.910319257,5.139635067,4.967699198
Otu1909,0,0,0,3.692485149,0,0,0,0,4.382322691,0
Otu1910,3.620515284,1.807736686,3.33828552,3.426394346,0,3.26979646,3.551860032,4.254647447,0,0
Otu1911,3.617919549,1.983827882,2.588450085,0,3.688162794,3.563079576,3.841471126,0,4.669421786,0
Otu1912,0,2.092679794,3.065354006,3.469998531,3.464540483,0,3.58728109,3.948983627,0,0
Otu1913,3.32902773,0,2.932675355,3.646075074,4.055076922,3.233391832,3.842065212,4.252350839,0,0
Otu1914,0,1.870939467,2.932675355,3.962168738,3.71943027,3.273055324,0,4.244608876,0,0
Otu1915,3.32832683,2.377004096,2.889480081,3.493808499,3.163510785,0,4.158006878,0,0,0
Otu1916,3.620252213,0,3.073579767,3.574648435,0,0,3.857312659,4.252350839,0,0
Otu1917,3.786175488,0,0,3.554963472,3.709026035,0,3.551860032,0,0,0
Otu1918,3.327817828,2.102193382,3.527799787,3.853206376,3.693300162,3.251867998,0,0,0,0
Otu1919,3.32902773,0,2.542180187,0,0,0,0,0,0,0
Otu192,5.221626933,3.360699636,4.537249102,4.981190144,5.045883355,4.899354131,5.073821551,5.269352568,5.614034325,5.560538864
Otu1921,0,0,0,0,3.249192769,0,0,0,0,0
Otu1926,0,0,0,3.0632147,0,3.859049217,0,0,0,0
Otu1927,3.327233311,0,0,0,0,3.273055324,0,0,0,0
Otu1939,3.909697068,0,3.360740067,3.136001276,0,3.735472125,3.540258269,4.244608876,4.325009689,0
Otu194,5.170988321,3.508019223,4.686235031,5.058474711,5.050544529,5.069342346,5.064457576,5.595323433,5.684191873,5.964728431
Otu1940,3.619528241,0,0,0,3.233757319,0,0,0,0,0
Otu1941,3.619528241,1.870939467,2.818513709,3.369923113,3.894841416,3.273055324,3.522902003,4.259560415,0,0
Otu1942,3.618839207,2.382479146,3.446714405,4.050586107,3.533517818,4.077910714,0,0,4.854827809,0
Otu1943,0,1.774944105,3.06557134,0,0,3.26979646,0,0,4.377706554,0
Otu1944,0,2.297059635,3.0537741,3.62718341,3.533517818,3.731707823,3.857312659,0,4.634651224,0
Otu1945,0,1.807736686,0,3.140558765,3.262720171,0,0,0,0,0
Otu1946,3.32902773,2.729267628,2.542180187,0,0,0,0,3.938155551,0,0
Otu1947,3.32832683,0,0,3.109619011,0,3.26979646,4.150922983,3.931143154,0,0
Otu1948,0,0,0,3.136001276,3.693300162,0,0,0,0,0
Otu1949,0,0,0,3.866694143,0,0,0,3.9513206,4.340145885,0
Otu195,5.07037996,3.577976513,4.4936827,5.126376313,5.045846932,5.073869092,5.049098508,5.428317,5.534802205,5.807848742
Otu1955,0,0,0,0,0,3.534168011,0,0,0,0
Otu196,4.688169841,2.828757278,4.146095746,4.903085843,4.619940898,4.649229859,4.636113489,4.857088734,5.262952536,5.57041905
Otu1970,3.618839207,0,2.719426777,3.625872235,3.262720171,3.262051956,0,3.938155551,4.368317423,0
Otu1971,3.791597827,1.885218079,2.870281625,3.786278141,3.53391958,0,4.061269494,3.948983627,0,4.967699198
Otu1972,3.32832683,0,0,3.754850003,0,0,0,3.963000483,0,0
Otu1973,4.08622519,0,0,3.662111975,3.213300734,0,0,0,0,0
Otu1974,3.619398296,1.625072128,3.281747233,3.641219377,3.213300734,3.26979646,3.58728109,0,0,0
Otu1975,3.329768231,2.179644016,0,3.51639389,3.512061739,0,3.858427317,0,0,0
Otu1977,0,1.625072128,2.542180187,3.494112532,3.213300734,0,0,3.963000483,0,0
Otu1978,0,1.506706758,0,0,3.233757319,3.273055324,0,0,0,0
Otu1979,4.799167059,3.054056451,4.210000586,4.328624187,4.471100914,4.549804778,4.75805059,5.128555925,5.149818972,4.947554523
Otu198,0,0,0,0,0,0,3.551860032,0,0,0
Otu1980,0,0,0,3.757270487,0,0,3.522902003,0,4.368317423,4.967699198
Otu1981,0,1.625072128,2.588450085,0,3.211031744,0,0,0,0,0
Otu1982,0,0,0,0,3.710525885,3.251867998,3.551860032,3.963000483,4.332713765,0
Otu1983,4.048121174,2.075143847,3.094875055,3.618198946,3.691423897,3.546079057,3.858330665,3.931143154,0,4.967699198
Otu1984,0,0,0,0,3.514330729,0,0,0,0,0
Otu199,5.710780757,3.809286047,4.791291391,5.341992852,5.437388587,5.346320034,5.503735694,5.790743489,6.062721058,6.281292308
Otu1999,4.586209253,2.825565108,3.950910563,4.541818108,4.364957601,4.201932048,4.696731883,5.060564676,5.058691424,5.567218969
Otu2,6.841449566,5.086094241,6.179482491,6.687330494,6.66272848,6.576031662,6.753909483,7.120513841,7.364015581,7.570335242
Otu20,6.698092825,4.97645386,6.059050882,6.527793709,6.51641928,6.404701745,6.586152699,6.914720924,7.193577997,7.351017371
Otu2003,3.791196075,1.885218079,0,3.369923113,0,3.528385858,3.858330665,0,0,0
Otu2004,4.048019492,1.774944105,2.818513709,3.466746788,3.249192769,4.193923211,0,4.426854554,0,0
Otu2006,3.9103967,1.625072128,3.259390603,3.140558765,3.503975003,0,4.052380831,4.423537913,0,0
Otu2007,3.32832683,2.141516763,2.588450085,0,0,3.746915381,3.540258269,0,4.656726828,0
Otu2008,0,1.774944105,3.274438704,3.441588601,0,3.548864335,0,0,0,0
Otu2009,0,2.134601755,0,3.776888436,0,3.728989252,3.58728109,3.9656225,0,0
Otu2010,0,0,3.063237514,3.619759062,3.233757319,0,3.524021159,0,0,0
Otu2011,0,0,2.588450085,3.617679703,3.55022274,0,0,0,0,0
Otu2012,0,0,3.06557134,3.621365265,0,3.273055324,0,0,0,0
Otu2013,0,0,0,0,3.213300734,0,0,0,0,0
Otu2016,3.619777903,0,3.065354006,3.0632147,3.563738308,3.251867998,0,0,0,0
Otu202,4.887933185,3.277595803,4.133089824,4.761488402,4.631100826,4.765337054,4.506792778,4.853832696,5.207282351,5.739910087
Otu2029,0,0,0,0,0,0,0,3.963000483,0,0
Otu204,5.159021028,3.29484417,4.522860815,5.109299353,5.060214616,4.885265048,5.127480081,5.440848237,5.843725723,5.959867968
Otu2042,3.327817828,0,0,3.426394346,3.828519897,3.953640952,3.558502609,3.948983627,4.332713765,0
Otu2043,3.329231888,1.774944105,2.959887403,3.109619011,3.163510785,0,3.558502609,0,0,0
Otu2044,0,0,2.542180187,0,3.211031744,3.563079576,3.522902003,3.963000483,0,0
Otu2045,3.618778733,1.625072128,0,0,3.814228378,3.566969112,4.151048475,0,0,0
Otu2046,3.32832683,2.36422102,0,3.592664532,0,3.251867998,0,0,4.325009689,0
Otu2047,3.329231888,0,3.33361474,3.636814713,3.676270627,3.26979646,0,4.252350839,4.325009689,0
Otu2048,0,1.885218079,0,0,0,0,3.524021159,0,0,0
Otu2049,3.910208709,0,3.119403,3.877802112,3.262720171,3.251867998,3.540258269,0,4.377706554,0
Otu205,5.252104348,3.36666354,4.503632123,4.93634655,4.983736506,4.858835857,5.083918611,5.227235836,5.046203366,5.861846258
Otu2050,3.909655249,1.926102175,0,3.136001276,4.056072363,0,4.223005458,0,0,4.947554523
Otu2051,3.791813247,2.048190061,3.433474953,3.8316725,3.499848088,3.548864335,3.839815167,4.424626806,0,0
Otu2052,3.32902773,0,3.328960594,3.738140643,0,3.233391832,3.58728109,0,0,0
Otu2053,0,1.625072128,2.719426777,0,3.213300734,0,0,3.963000483,0,0
Otu2054,3.32902773,1.774944105,3.212484027,3.617679703,3.163510785,3.262051956,0,3.938155551,0,0
Otu2057,3.786525983,0,2.978780142,3.16895382,0,3.574201101,0,4.249964777,0,0
Otu2058,0,0,2.719426777,3.469998531,3.262720171,3.233391832,0,0,0,0
Otu2059,0,0,2.549165074,0,3.262720171,0,3.842065212,3.948983627,0,0
Otu2060,0,0,0,0,0,3.570825289,0,3.948983627,0,0
Otu2064,0,0,0,3.16895382,0,0,0,0,0,0
Otu208,5.117692858,3.241227893,4.385283947,4.890731216,4.994441982,4.961017054,4.815297802,5.392977095,5.515650176,5.43989747
Otu2081,3.79071554,0,2.911614531,3.617679703,3.512061739,3.548864335,3.551860032,0,0,0
Otu2082,3.618479717,0,0,0,0,0,0,0,0,0
Otu2083,3.32902773,0,0,3.578885464,3.211031744,0,3.540258269,0,0,4.969816412
Otu2084,4.328269319,2.292016231,2.631645359,0,3.541326691,3.552897993,3.524021159,3.931143154,0,0
Otu2085,3.791381288,0,3.281438349,3.0632147,3.539730481,0,3.524021159,0,4.332713765,0
Otu2086,3.327817828,0,0,0,0,0,0,0,0,0
Otu2087,3.618518043,1.774944105,2.542180187,3.951030303,0,3.262051956,3.551860032,0,4.377706554,0
Otu2088,3.618518043,0,0,3.615169682,3.930345779,3.273055324,0,4.635341087,4.325009689,0
Otu2089,0,1.625072128,2.631645359,0,3.708730529,3.273055324,4.06440227,0,0,4.967699198
Otu2090,3.619757025,2.07536936,3.073943882,3.51639389,0,0,3.858330665,0,0,4.959689649
Otu2091,3.327233311,1.885218079,2.588450085,3.109619011,0,0,0,0,4.678736549,0
Otu2092,4.047270348,2.07536936,2.588450085,3.87135963,0,3.22735585,3.558502609,4.266652498,4.377706554,0
Otu2093,0,0,0,3.617679703,0,0,3.58728109,0,0,0
Otu2094,3.791396997,0,2.549165074,3.759302395,3.163510785,0,3.540258269,0,0,0
Otu2095,0,0,2.588450085,3.0632147,0,0,3.522902003,3.963000483,0,0
Otu2096,0,0,0,0,0,0,0,3.938155551,4.340145885,0
Otu2097,0,0,0,0,0,0,0,3.963000483,0,0
Otu21,7.109642166,5.353479009,6.423651622,6.959783332,6.93288816,6.852688255,7.076559334,7.356820906,7.618350362,7.773870512
Otu2100,3.791381288,0,2.879334946,0,0,3.835674795,3.524021159,0,4.641175881,0
Otu2103,0,1.885218079,0,0,3.522270404,0,0,0,4.368317423,0
Otu212,5.333014604,3.673751271,4.787546638,5.325894512,5.330234985,5.273385472,5.291795301,5.744905663,5.788127832,6.046014448
Otu2124,0,0,0,0,0,0,3.858330665,0,0,0
Otu2125,3.327817828,0,0,3.6376512,0,0,4.057601112,0,0,4.947554523
Otu2126,3.327233311,1.983827882,0,0,0,0,0,0,0,0
Otu2127,3.327233311,0,3.196548032,3.441588601,0,0,0,0,4.382322691,0
Otu2128,3.327817828,0,0,0,0,0,0,0,0,0
Otu2129,3.909172847,2.449085115,2.719426777,3.494728459,4.083372756,3.839775777,4.242142143,3.963000483,0,4.96173768
Otu2130,4.047358425,0,0,3.614179673,0,0,3.558502609,0,0,0
Otu2131,3.329768231,0,3.077703258,3.140558765,0,3.262051956,3.841471126,3.931143154,4.340145885,0
Otu2133,3.32832683,1.625072128,0,0,0,0,0,0,0,0
Otu2134,3.329768231,1.625072128,3.244646738,3.740345832,3.249192769,0,3.841288195,0,0,4.947554523
Otu2136,0,0,0,3.0632147,0,3.725273534,0,0,0,0
Otu2137,3.329231888,0,2.549165074,3.324975096,0,0,0,0,0,0
Otu2138,3.619502912,0,0,3.215363894,3.55022274,3.233391832,0,0,0,0
Otu2139,3.620515284,0,2.719426777,0,0,0,0,0,0,0
Otu214,5.070590706,3.365428432,4.325896325,4.673810509,5.131581277,4.856046481,4.979670627,5.289342675,5.639716662,5.270846407
Otu2141,3.329231888,0,3.139075389,3.692485149,3.262720171,4.063377603,0,3.963000483,0,0
Otu2142,0,0,2.855444827,3.592664532,3.714528361,3.540814958,0,0,4.340145885,0
Otu215,5.047163195,3.339309818,4.197532201,4.85437581,4.858143865,4.464428772,4.634760656,4.902164808,5.144796701,5.661444672
Otu2157,0,1.774944105,2.943616742,3.140558765,4.048700926,3.745445419,4.142238476,0,4.368317423,0
Otu216,4.864346872,2.985090025,4.254178692,4.79054127,4.697221713,4.713426415,4.790273043,5.064943923,5.499437692,5.659095908
Otu217,4.769739013,3.048496175,4.077832535,4.731740173,4.650481218,4.617134417,4.852004682,5.062501717,4.829275251,5.265576988
Otu2172,3.618943958,0,2.588450085,3.431146389,0,3.722117703,0,0,4.669421786,0
Otu2173,3.32902773,0,0,0,3.262720171,0,0,0,0,0
Otu2174,0,0,0,0,0,0,0,0,4.340145885,0
Otu2175,0,0,0,0,0,0,3.551860032,4.834239567,0,0
Otu2176,3.32832683,0,2.719426777,3.324975096,3.163510785,3.26979646,0,0,0,0
Otu2178,3.620251908,1.506706758,2.931118711,3.469998531,0,3.859657801,0,4.416942803,4.382322691,4.947554523
Otu2179,0,1.625072128,0,3.136001276,0,0,0,0,0,0
Otu218,5.062796735,3.404025663,4.441194549,5.159033191,4.975324606,5.05351439,5.144386164,5.330684042,5.614467926,5.558040843
Otu2180,3.620515284,2.075974465,0,0,3.55022274,0,0,0,0,0
Otu2182,0,2.075974465,0,0,3.262720171,3.233391832,0,0,4.382322691,0
Otu2184,0,2.102193382,0,3.858640234,0,0,3.540258269,0,4.332713765,0
Otu2185,0,1.885218079,3.074317127,3.369923113,3.211031744,3.273055324,0,0,0,0
Otu2186,0,0,3.060029439,3.16895382,3.213300734,3.22735585,3.58728109,0,0,0
