,qPCR,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9
Otu3146,0,1.774944105,0,3.912816575,3.249192769,0,4.048222029,4.244608876,0,0
Otu3150,3.327233311,0,3.179787155,0,3.839692535,0,0,4.249349091,0,0
Otu3170,0,0,2.978780142,3.136001276,3.233757319,0,0,0,0,0
Otu3178,3.329768231,0,0,3.0632147,0,3.262051956,0,0,0,0
Otu3182,3.327817828,2.251686621,3.226500962,4.383094202,3.548283026,3.262051956,4.059515278,3.963000483,0,5.259860478
Otu3189,3.329231888,0,0,0,0,0,0,0,0,0
Otu319,5.063037214,3.328118043,4.344772935,4.77240825,4.953151277,4.759818075,5.054771013,5.179440406,5.300230099,5.257998658
Otu32,6.468548162,4.754836728,6.046587096,6.615479005,6.424387127,6.472132258,6.497847331,6.870122027,7.209237859,7.357351178
Otu320,4.650069069,2.842835485,4.055318101,4.493392932,4.538492482,4.337002986,4.236099919,5.067521543,5.263840532,5.268729194
Otu321,4.941356591,3.215634254,4.3009897,4.717785465,4.841764387,4.631267775,4.754560221,4.853343773,5.562918629,0
Otu3214,3.790507267,1.774944105,0,0,0,3.540814958,3.522902003,0,0,0
Otu322,4.629817106,2.734414411,3.677537036,4.493731675,4.59540158,4.297022008,4.333008373,4.787862807,5.182197603,0
Otu324,4.046746582,2.709045056,3.656524272,4.183314508,4.345370592,3.948117103,4.325010363,4.909995004,5.060135779,0
Otu325,5.164991411,3.439133286,4.664772575,5.260473906,5.088212153,5.113012692,5.111257088,5.43920341,5.805427535,5.864060811
Otu327,4.348199969,2.75763577,4.175843394,4.461305406,4.418983877,4.400216105,4.495263021,5.067948818,4.833879345,5.253317096
Otu3284,3.620515284,0,2.719426777,3.494112532,3.713340756,3.233391832,0,3.931143154,0,0
Otu3292,4.629817106,2.833284484,4.37993235,4.558009946,4.680777867,4.737878133,4.628811716,5.062151391,5.208363723,5.565999961
Otu3293,0,1.506706758,0,0,3.708730529,0,0,0,0,4.944317279
Otu3299,3.32902773,2.810751985,3.493451961,3.986116422,4.073717899,3.841844891,4.153569952,4.427648037,4.822022147,0
Otu33,5.152743022,3.368100144,4.472679463,4.976456631,4.998134413,4.884201369,5.094719697,5.397342557,5.818365428,5.961884151
Otu331,4.97978262,3.531168371,4.555996857,5.165585028,5.136386057,5.048875818,5.057944585,5.247424007,5.652692322,5.951224214
Otu3311,0,0,0,3.136001276,3.211031744,0,0,0,0,0
Otu3324,0,0,3.195777322,0,3.233757319,0,0,0,0,0
Otu333,5.070398663,3.399954212,4.442344118,5.119787343,4.937275729,4.883431222,4.911685592,5.122417451,5.581538871,5.664094148
Otu3337,0,1.625072128,0,3.51639389,0,3.273055324,0,0,0,0
Otu334,4.619041061,2.859544838,4.067933956,4.733621862,4.266793407,3.947156071,4.151273423,4.954023608,5.060086424,5.446937666
Otu3342,3.32832683,0,0,0,0,3.528385858,0,0,0,0
Otu3348,4.048229355,2.186248075,2.940813315,3.0632147,3.817521207,3.558018621,3.524021159,3.9656225,0,4.947554523
Otu3353,0,2.048190061,2.856283991,3.140558765,3.55022274,3.262051956,3.540258269,0,4.332713765,0
Otu336,4.739245657,2.969529128,4.345626923,4.659756759,4.641005468,4.600296654,4.656215744,5.098769518,5.333389568,5.435587332
Otu3361,4.084985957,1.885218079,3.325070913,3.948525203,3.708604536,3.233391832,3.858427317,4.252350839,4.854827809,0
Otu337,4.714225975,3.046994993,3.87619541,4.520574686,4.366864467,4.259736581,4.413038069,4.241160065,5.144796701,5.568167822
Otu338,4.08631705,2.78612505,3.786589676,3.920092703,3.563738308,3.855615115,4.449502922,4.408434029,5.049167542,0
Otu3385,0,0,0,0,0,0,3.58728109,0,0,0
Otu339,4.453891642,2.682967621,3.741800427,3.984918027,3.692175865,4.21045006,3.524021159,4.424626806,5.060520971,4.969816412
Otu34,6.35627702,4.573445436,5.650275195,6.181830777,6.159931427,6.069488465,6.212059673,6.574742863,6.843429464,7.078669277
Otu340,4.387067865,2.263273605,3.797874103,3.940077649,4.530445963,4.061143739,4.395227624,4.641469405,4.962579076,4.959689649
Otu341,3.619966072,2.578544309,3.824897687,3.901321307,3.950127307,3.743228356,4.062904164,4.536724759,0,0
Otu342,0,2.730316119,0,3.109619011,0,0,0,4.252350839,4.676305938,0
Otu344,4.951236391,2.901985836,4.118352449,4.684738781,4.573247115,4.582058447,4.867415993,5.066256885,5.460556953,5.259591041
Otu346,4.979448765,3.216358371,4.283625451,4.884340433,4.89517302,4.864146012,4.926814982,5.249177848,5.750384739,5.560538864
Otu3464,0,0,0,0,0,0,3.58728109,0,0,0
Otu3468,3.620515284,2.385455142,2.911614531,3.215363894,3.249192769,0,4.151012698,0,0,0
Otu347,4.864342838,3.12660688,4.064153064,4.800686939,4.620280361,4.668545394,4.655540373,5.121458836,5.364920627,5.865390829
Otu349,3.791381288,1.774944105,3.331855641,4.212654072,3.514330729,3.853416574,3.841288195,4.433230816,0,4.944317279
Otu3494,3.786409921,1.506706758,0,3.140558765,3.676270627,3.251867998,3.558502609,0,0,0
Otu3495,0,0,2.517483727,3.830747657,3.51696023,0,0,0,0,0
Otu35,3.791597827,0,0,3.926953618,0,3.854242939,3.88831103,0,0,4.96173768
Otu350,4.497732689,2.634957849,3.985273643,4.645390157,4.268082495,4.4305132,4.340672362,5.057347729,5.259159306,5.269789114
Otu3510,0,0,3.0537741,0,0,0,0,0,0,0
Otu3513,0,0,2.843208936,0,3.233757319,0,0,0,0,0
Otu3514,0,2.048190061,3.060029439,3.136001276,3.211031744,3.26979646,3.853259604,0,4.340145885,0
Otu3519,3.792084397,0,2.932675355,0,3.514330729,3.26979646,0,0,0,0
Otu3520,3.327817828,0,2.542180187,3.494728459,0,3.273055324,0,0,0,4.959689649
Otu3524,0,0,3.060029439,0,0,3.563079576,0,0,0,0
Otu3528,0,0,2.588450085,3.667608228,0,0,0,0,0,0
Otu3529,0,0,2.893390886,3.725888408,0,0,0,0,0,0
Otu3530,0,0,2.588450085,3.215363894,0,0,0,0,0,0
Otu3535,3.329768231,0,0,0,0,3.574201101,0,0,0,0
Otu3541,3.910167095,2.325440019,3.052867507,3.756922662,3.712917446,3.962619287,3.551860032,4.422494245,0,0
Otu3545,3.327817828,1.625072128,3.060029439,3.586740262,3.951814026,3.273055324,3.873579469,0,4.858392319,4.944317279
Otu3546,4.453855438,2.524283351,3.732298407,3.909468007,3.99692796,4.048302649,4.238426348,4.55405695,4.382322691,0
Otu355,4.72287393,2.771798856,3.673185341,4.290292203,4.63639936,4.425879069,4.547624433,3.963000483,4.844190768,5.265576988
Otu3554,0,0,0,0,0,3.273055324,0,0,4.340145885,0
Otu356,4.898694648,3.134443315,4.339176968,4.910685955,4.80046824,4.71502777,4.758093492,5.203139657,5.475132462,5.558225568
Otu357,4.950629841,2.999048929,4.382536509,4.729546714,4.891510382,4.59264247,5.045775706,5.085748682,5.638402179,5.263397303
Otu358,4.931112606,3.153149314,4.326304904,4.853066209,4.714761439,4.58105209,4.769976782,4.909750048,5.405427768,5.246968913
Otu3581,0,2.075143847,0,0,3.262720171,0,0,0,0,0
Otu3587,0,0,0,3.0632147,3.233757319,0,0,3.9513206,0,0
Otu359,4.876005174,3.131269745,3.966410563,4.595054154,4.52229187,4.258245736,4.764279919,5.12773095,5.138925372,4.967699198
Otu3596,3.619220347,1.774944105,2.856283991,3.16895382,3.249192769,0,0,0,0,0
Otu36,4.86445953,3.326612149,4.386616239,4.998505444,4.940774142,4.735014253,4.655759427,5.347989527,5.434079165,5.442721527
Otu361,4.08557281,2.186248075,3.573662415,3.923835114,3.923638519,4.099755036,3.522902003,3.948983627,4.655544954,5.258283961
Otu3616,0,1.870939467,3.341723677,0,3.822950921,0,4.141972269,3.9513206,0,0
Otu362,4.454040822,2.71481852,3.872238527,4.510745073,4.282700337,4.138575882,3.841471126,4.950131647,5.209959299,5.565346288
Otu364,4.920809836,3.171612729,4.274947619,4.964605478,5.053895398,4.909086082,4.949105214,5.276331598,5.615049586,5.867265463
Otu367,5.062689087,3.10931734,4.216749347,4.294965593,4.751097428,4.49494247,4.729365574,5.068733617,5.200361222,5.809683038
Otu368,3.79201409,1.962243586,0,3.140558765,3.262720171,0,0,0,0,0
Otu369,4.864470288,3.222699274,4.22596778,4.795830384,4.654593487,4.839800469,4.807023756,5.126364672,5.493257173,4.944317279
Otu37,6.630592431,4.79542106,5.750874949,6.338769873,6.576967723,6.386997355,6.592859003,6.771759686,6.965278162,7.130949161
Otu371,4.839802554,3.066857329,3.910315832,4.36998643,4.583814599,4.637309181,4.621362728,4.553236846,5.429557123,5.442027321
Otu372,4.45352831,2.890800605,3.864437593,4.583680247,4.053622139,4.404805271,4.694795181,4.245935647,5.047728699,0
Otu3723,0,1.506706758,0,3.641219377,0,0,0,0,0,0
Otu3724,3.619502912,0,2.631645359,3.0632147,0,0,3.873579469,0,0,0
Otu373,4.827020043,2.879996303,3.98371247,4.327275616,4.687449898,4.512779945,4.72938846,4.953050894,4.961392194,5.653114791
Otu3732,3.909348736,0,0,3.469998531,0,0,3.540258269,0,0,0
Otu3736,3.618518043,0,0,0,0,3.552882691,0,0,0,0
Otu3737,3.32832683,0,0,3.109619011,3.211031744,3.552882691,0,0,0,0
Otu374,4.497594633,2.708588634,4.140545557,4.576550861,4.440557274,4.494826845,4.542819826,4.901520241,5.258157107,5.435029163
Otu3743,4.328743024,2.259350433,3.627143175,3.98960812,3.688162794,3.960574282,0,4.727485393,4.854827809,5.26447004
Otu3747,3.910067838,1.962243586,0,3.798358934,3.710258486,0,0,0,0,4.947554523
Otu375,4.714267873,2.725840761,4.064052439,4.447151075,4.368093762,4.106659477,4.440207464,4.640005378,5.417219829,4.969816412
Otu3750,4.328639971,2.498094227,3.045928507,3.439315835,4.226454339,3.550123271,3.524021159,3.9656225,5.15267916,0
Otu376,4.15289386,2.64912631,3.757198475,4.345093842,4.434460564,4.25880034,4.449557302,4.852429863,5.058691424,0
Otu377,4.669425363,2.933098482,4.053623268,4.55837664,4.44368058,4.573496723,4.064314029,4.798948353,5.052544605,0
Otu379,4.387232843,2.858407218,3.852853661,4.575322007,4.639682925,4.524393347,4.333632272,5.247805828,5.133039036,5.661162395
Otu38,5.874729588,4.149742304,5.238978701,5.787046073,5.677863427,5.653189073,5.8004657,6.088984674,6.417015117,6.592313639
Otu380,4.77023599,3.125536397,4.061706172,4.425737293,4.43004278,4.501983899,4.340939061,4.993514102,5.258253605,4.967699198
Otu3801,3.32832683,2.158096578,2.542180187,3.16895382,3.163510785,0,3.853259604,0,4.655480522,0
Otu3804,3.620251908,0,2.517483727,0,0,0,0,0,4.340145885,0
Otu381,4.210906431,2.066014395,3.52585872,4.046694789,4.325704376,4.091389818,4.333136228,0,4.952929594,4.969816412
Otu3814,0,0,0,3.16895382,0,3.233391832,0,0,0,0
Otu3815,3.327233311,0,2.959887403,0,0,0,3.558502609,0,0,0
Otu383,3.910213029,2.720302327,3.369212077,4.134117236,3.836495737,3.550123271,3.839815167,0,4.971180961,0
Otu3832,4.152804042,1.926102175,3.443756179,3.469998531,3.523380022,4.179318122,3.540258269,4.258388784,0,4.959689649
Otu385,4.349661086,2.513935761,3.856053165,3.9093512,4.573058972,4.327353149,4.455063923,4.429972824,4.6531869,4.947554523
Otu3852,0,0,2.517483727,0,3.502814598,0,0,0,0,4.959689649
Otu3861,0,0,0,3.581989851,0,3.26979646,0,0,4.655544954,0
Otu3869,3.329768231,1.506706758,3.163956574,3.985656488,4.368133878,3.969235223,3.524021159,0,4.634651224,0
Otu387,4.328725294,2.889504583,4.063107385,4.598266438,4.394731028,4.252808074,4.452068994,4.654510527,4.656726828,5.253125719
Otu3870,0,0,2.856283991,3.716963897,4.626463032,5.086139521,5.638261943,6.048529552,6.442342336,7.069071111
Otu3876,0,0,0,0,3.514330729,0,0,0,0,0
Otu3878,4.79892514,2.951409225,4.088086928,4.61575882,4.715534063,4.510031024,4.625180029,5.066451369,5.04676165,5.258283961
Otu39,6.472706396,4.746469466,5.73366414,6.233397655,6.347361012,6.181177887,6.338707978,6.668359502,6.867633702,7.063278611
Otu390,4.669422783,2.624539497,3.715037792,4.49478229,4.056089666,4.425200167,4.62571499,5.065088615,4.648224459,4.944317279
Otu3902,3.32902773,0,0,0,0,0,3.540258269,0,0,0
Otu391,4.497401986,2.345739342,3.813686312,4.552195864,4.324608509,4.500915019,3.873579469,5.065165806,5.050598446,5.434107499
Otu392,3.617919549,1.807736686,3.265322102,3.911668803,3.51696023,4.155272928,0,4.426441515,4.82689915,0
Otu395,4.960857802,3.223144732,3.911546122,4.691413187,4.809147859,4.542999267,4.87462972,5.059608633,5.048195402,4.969816412
Otu3976,0,0,0,0,3.523380022,0,0,0,0,0
Otu399,4.084978272,2.775746125,3.695074915,4.241363692,3.934159848,4.216543577,4.397009377,4.790203338,5.158820181,5.270846407
Otu4,7.877452811,6.06295669,7.059648898,7.595663538,7.818829947,7.654690322,7.851986574,8.059936079,8.297238381,8.468033931
Otu40,4.511794647,2.722215315,4.045926959,4.33875345,4.049145115,4.508963893,4.055943615,4.550685805,4.969483748,5.437696301
Otu400,4.687671097,2.823890184,3.930400412,4.26282426,4.130805806,4.203365633,4.45152411,4.98938746,4.859269895,4.967699198
Otu4002,0,1.962243586,2.890241889,3.426394346,3.710525885,0,0,4.239185546,0,0
Otu4006,0,2.07536936,0,3.667608228,0,3.273055324,0,3.931143154,0,0
Otu4008,3.618479717,0,0,0,0,3.251867998,0,0,0,4.967699198
Otu4016,3.618518043,1.926102175,0,3.441588601,0,3.22735585,3.855618866,0,0,0
Otu4029,4.931059966,2.945645056,4.179490359,4.673529049,4.811649852,4.459183651,4.511109433,5.18446347,5.324534588,4.944317279
Otu403,3.791260181,2.286498359,3.34865175,3.978589467,4.046216945,4.06631194,3.540258269,3.963000483,4.852473355,0
Otu4033,4.650417215,2.909842569,3.867907684,4.33232718,4.655309555,4.292834492,4.336798187,4.241160065,5.200921389,0
Otu4038,4.950970799,3.194723011,3.933412153,4.324593602,5.073298557,4.33743483,4.980693842,5.153883855,4.969468478,4.959689649
Otu404,4.82682519,3.137127572,4.229168669,4.631048989,4.853654646,4.854395055,4.687219957,5.330646393,4.655544954,4.967699198
Otu4041,6.46933422,4.723585464,5.777090244,6.300579281,6.337552151,6.225614524,6.353461292,6.714702344,6.993693696,7.144312451
Otu4048,0,0,0,3.51639389,0,3.552897993,0,3.9513206,4.368317423,0
Otu4053,3.617919549,2.075143847,2.852853606,0,3.262720171,3.262051956,0,0,0,0
Otu406,4.386437329,2.619460483,3.741720579,4.32983474,4.199848199,4.259143197,4.450488419,4.567682504,4.947590201,5.264506749
Otu4061,3.329768231,2.075143847,3.497956565,3.614663474,4.058195592,0,3.873579469,4.420206107,4.368317423,4.959689649
Otu4063,0,0,2.549165074,3.109619011,0,3.749092231,0,0,4.377706554,0
Otu41,5.553135732,3.713117064,4.798889191,5.338764939,5.235524717,5.250076236,5.293615583,5.689996785,6.064328475,6.356014664
Otu4115,3.791597827,0,3.139075389,0,0,0,0,0,0,0
Otu412,4.838732393,2.878402357,3.927003591,4.252443582,4.215351576,4.199595134,4.717102876,4.729376835,4.814737342,4.969816412
Otu414,4.086956323,2.646862776,3.564206527,4.144546872,4.549784675,4.064185053,4.34528852,3.938155551,4.807146755,0
Otu415,4.262004019,2.79038467,3.835652011,4.325609392,4.397503506,3.868267415,4.13671405,4.426713119,4.368317423,0
Otu417,4.649791159,2.635217833,3.70908755,4.275578891,4.537496543,4.615632201,4.371307065,4.555571227,0,0
Otu418,4.562574899,2.960259046,4.242722495,4.374740492,4.631781794,4.500087812,4.588120704,4.950063851,4.961348269,0
Otu419,4.669486077,3.047864009,3.689887106,4.454570047,4.404833647,4.359342027,4.406091794,4.648480578,5.14585671,5.251719033
Otu42,5.695113455,3.946261779,5.07130877,5.517005495,5.503074164,5.495729017,5.641701926,5.829298428,6.221287592,6.359222198
Otu420,4.97026047,3.225968429,4.096833283,4.599789829,5.045812928,4.682591548,4.941620225,4.987367377,5.077489732,5.654283973
Otu421,3.79152744,2.126621998,2.959887403,3.614646918,3.233757319,3.736157124,3.86543631,3.9513206,4.325009689,0
Otu422,0,0,0,0,0,3.563079576,0,0,0,0
Otu423,5.120944008,3.333010877,4.467479227,4.786578319,5.057482134,4.910714003,4.872355077,5.43509479,5.360148596,5.568167822
Otu424,4.348800118,2.561309153,3.597846413,4.169122142,4.166113068,3.856615193,4.32541745,4.721521356,0,0
Otu425,4.387303372,2.448983417,3.883639499,4.104538311,4.220961851,4.105691501,4.052454907,4.245935647,4.676305938,5.253125719
Otu43,0,0,0,0,0,0,3.551860032,0,0,0
Otu430,4.770281557,2.990864144,4.145397854,4.332281172,4.397107379,4.588774544,4.067354098,4.952387831,4.971813336,5.804227294
Otu431,4.619296668,2.909226594,3.942941986,4.668269147,4.581737278,4.506664451,4.669051,4.858795067,5.196897794,0
Otu432,4.328705505,2.969408698,3.876463145,4.26746795,4.194829626,4.255226953,4.255187985,0,4.368317423,0
Otu433,4.086763811,2.126621998,3.811411685,4.628553689,4.475125484,4.621445627,4.39715737,4.79436333,4.382322691,5.439156802
Otu434,4.562821975,2.245825348,3.583113343,4.092910431,4.289334534,4.065079532,4.397648285,3.963000483,4.674058149,5.253317096
Otu435,3.327817828,0,0,0,0,0,0,0,0,0
Otu437,4.262289525,1.870939467,3.467117554,4.190239921,3.832118176,4.113163254,4.396451992,4.80065628,5.149818972,5.269789114
Otu4372,3.327817828,2.048190061,2.517483727,3.424040439,3.514330729,3.540814958,0,0,0,0
Otu438,3.791782868,2.251686621,3.473942892,3.85636006,3.723968604,3.963517347,3.540258269,4.262979603,4.368317423,4.959689649
Otu4384,3.619861556,1.885218079,3.324985317,0,0,0,0,0,4.382322691,0
Otu439,4.422129248,2.385140831,3.258037913,3.870589603,4.281372411,3.712970802,4.057655337,3.9656225,0,5.566606984
Otu4398,3.329768231,2.338016378,2.719426777,3.369923113,3.92882425,3.735037156,0,0,4.325009689,0
Otu44,6.187319185,4.433234036,5.501290147,6.062778967,6.047140662,5.915812498,6.091793065,6.438405982,6.736202145,6.863070784
Otu4409,6.375947956,4.598381659,5.641986403,6.132360639,6.218865626,6.12185404,6.33512451,6.598781439,6.865825008,7.087484292
Otu4418,5.294359704,3.630609681,4.686794366,5.151537354,5.066052869,5.061713172,5.172291078,5.617159122,5.821372878,5.909336212
Otu4430,3.32832683,0,2.631645359,3.140558765,3.211031744,3.273055324,0,3.938155551,0,0
Otu444,4.619264237,2.066014395,3.353899233,3.918536712,4.135495153,4.218513493,4.244882167,4.421013631,4.960095834,5.435355209
Otu4443,4.53850251,2.448983417,3.529577403,3.597301425,4.278330926,3.938427713,4.239904682,4.852348924,4.854690154,0
Otu445,0,0,0,0,0,3.262051956,0,0,0,0
Otu4456,3.32902773,0,2.517483727,0,3.563738308,0,0,3.938155551,0,0
Otu4465,0,2.435631751,3.649139435,4.06244188,0,4.150305931,0,3.938155551,0,0
Otu448,4.152972314,2.858426648,3.864433122,4.436446553,4.258616297,4.258498069,4.495263021,4.653157611,0,0
Otu4489,3.791636149,0,3.047094291,0,0,0,0,0,0,0
Otu45,6.434228886,4.649493354,5.683437171,6.336256613,6.386412766,6.300724735,6.466825919,6.710283532,6.967360116,7.073263043
Otu451,4.813662336,3.269955402,4.371587161,4.822493383,4.767663889,4.682718251,4.68977525,5.090311503,5.514995953,5.438043374
Otu452,4.349113797,1.926102175,3.503611117,4.273517224,4.234591112,4.067216935,4.062474569,4.418899691,5.065025114,0
Otu453,4.38672566,2.385140831,3.742975735,4.121227128,4.500722264,4.498096638,4.137300195,4.424175932,5.201882029,4.944317279
Otu4537,4.511612529,2.590297169,3.465655412,3.737297501,3.936824984,3.869091793,3.551860032,4.252350839,4.824425,0
Otu454,4.210986528,3.061282096,3.708946632,4.274578853,4.470880059,3.864411831,4.339369566,4.909365685,0,4.947554523
Otu4545,0,0,0,0,0,0,3.522902003,0,4.340145885,5.259591041
Otu4546,4.211454243,3.048396026,4.197043011,4.751876077,4.289317249,3.710259271,3.870961523,0,5.144391969,4.944317279
Otu456,4.421886482,2.419729812,3.565389068,4.23345136,4.170609924,4.201736154,4.460531614,4.545638735,4.963711664,4.944317279
Otu457,4.454105589,2.622213732,3.968449102,4.185675839,4.356438495,4.208432127,4.449373279,4.426713119,4.676305938,5.269789114
Otu46,5.895495288,4.133415111,5.187111094,5.710670377,5.816631878,5.673842173,5.878113327,6.103290031,6.29260816,6.516074334
Otu4605,3.786597186,2.207171316,2.517483727,0,3.213300734,3.251867998,4.078924058,0,0,0
Otu4608,4.618983429,2.871381049,3.832221189,4.711968836,4.631121638,4.386026928,4.391361353,4.259275384,5.060135779,5.735964222
Otu4609,0,0,0,3.109619011,3.912872161,4.547976817,5.09087696,5.291311107,5.77230397,6.300284246
Otu461,4.739051105,2.838478566,3.803876009,4.351185302,4.600589242,4.149615419,4.062268817,4.426713119,4.377706554,4.944317279
Otu4615,3.329768231,1.885218079,0,3.384607279,0,3.251867998,0,3.948983627,4.325009689,0
Otu462,4.498068692,2.594671457,3.726478832,4.128781537,4.209009066,4.250978057,4.651538831,4.726508227,5.215278442,4.96173768
Otu463,4.754937571,2.992104483,3.836435697,4.559274206,4.287271212,4.558375941,4.389753274,4.790272332,4.634692131,5.554062673
Otu464,4.687705464,2.864047578,3.061148384,4.26470368,4.330767181,4.24674215,4.23846216,4.548820886,5.212689515,4.944317279
Otu467,4.563216659,2.504490426,3.349648741,4.337178502,4.325764265,4.21021672,4.520700626,4.266652498,4.656726828,4.967699198
Otu468,0,0,0,3.215363894,3.713340756,4.096196688,4.577908792,5.093415282,5.665373521,5.918174159
Otu469,4.497896214,2.853565052,3.637942372,4.530855717,4.259919798,3.960371626,4.571082385,4.858194053,4.656726828,5.268729194
Otu47,6.326211142,4.637415784,5.533154651,5.963606589,5.966914376,5.932757694,6.076331992,6.339390873,6.867045736,6.807506761
Otu471,4.421572987,2.621811374,4.067330025,4.268375693,4.281886894,4.136700801,3.833238504,3.963000483,4.651803836,4.969816412
Otu474,4.047946303,2.453872894,3.151018207,3.823753706,3.790602675,3.861858763,3.870961523,3.931143154,5.06227182,5.664094148
Otu4753,0,0,0,0,0,0,3.524021159,3.9513206,4.325009689,4.947554523
Otu476,0,0,0,3.614179673,3.55022274,0,4.06440227,0,0,0
Otu48,5.873492277,4.104801916,5.217192378,5.856097612,5.740275437,5.621631996,5.738117624,6.191975728,6.350085428,6.581530334
Otu480,4.349126679,2.268728372,3.507098409,4.119733245,4.131373669,4.249765169,4.397522457,4.433310493,4.952882241,0
Otu483,3.32832683,2.450432331,3.529062177,3.571238682,4.048701479,3.719097139,4.125517639,4.241160065,4.822022147,0
Otu484,4.619435338,2.852070479,3.966727947,4.668792866,4.506907208,4.105896906,4.149635942,4.948684866,5.121868767,4.967699198
Otu485,4.669493019,2.934074985,3.763018005,4.226802995,4.431127535,4.200254962,4.260038794,4.542799978,4.325009689,5.5651058
Otu486,4.511517568,2.741619687,3.715484536,4.453271385,4.403079576,4.390687545,4.126070105,4.796877656,5.070271514,0
Otu4867,3.792068782,2.179454838,2.631645359,3.109619011,3.829523917,0,4.046746058,0,0,4.959689649
Otu488,4.42178723,2.407024592,3.531047303,4.368626778,4.05584423,3.853180772,3.551860032,4.852942948,5.055469507,0
Otu4891,4.349493448,2.286103578,3.288990649,3.936070044,4.134460275,3.735055209,3.858427317,3.963000483,4.382322691,0
Otu49,6.118474015,4.418790491,5.562069756,6.071122006,5.945055849,5.888806223,5.976092989,6.369934152,6.614231318,6.868046103
Otu490,4.898799838,3.078013369,4.154279285,4.455478607,4.572081046,4.583046659,4.509419163,5.064898275,5.251595761,5.259860478
Otu4904,3.329768231,2.134601755,2.852853606,3.109619011,3.163510785,3.251867998,0,0,0,0
Otu491,4.421599384,2.944403128,4.123669997,4.761907484,4.513584487,3.945417617,4.566116958,4.795315493,5.20197557,5.659546689
Otu4910,0,0,2.879334946,3.645057173,3.926109411,0,0,4.244608876,0,0
Otu4920,3.909766106,0,0,0,0,0,0,3.931143154,0,4.959689649
Otu4922,3.618839207,1.506706758,2.719426777,3.494112532,3.213300734,3.53128655,0,3.931143154,0,0
Otu4924,4.048049957,0,0,3.215363894,0,0,0,0,0,0
Otu4933,4.210440367,2.414899586,3.789660271,4.328611148,4.382625969,4.371415471,4.067037776,4.725392328,4.656726828,4.944317279
Otu494,0,0,0,0,0,0,3.551860032,0,0,0
Otu495,4.512035938,2.795480278,3.54151869,4.502738593,4.236785018,4.138136813,3.551860032,4.552085903,4.634692131,0
Otu4951,3.329768231,1.885218079,0,0,0,0,3.558502609,0,0,0
Otu4963,4.086926755,2.075974465,2.549165074,3.136001276,3.708604536,0,3.852890028,0,0,0
Otu497,4.085878008,2.524283351,3.524257733,4.111120341,4.234687406,3.866946326,4.052782065,4.6519978,0,0
Otu4970,3.327233311,0,0,3.215363894,3.262720171,3.22735585,0,0,0,0
Otu498,4.562901772,3.059302535,4.150196804,4.727729206,4.670461059,4.397358357,4.540613264,5.248834222,5.339513595,4.969816412
Otu4982,0,0,0,3.140558765,0,0,0,0,0,0
Otu4989,3.909551742,1.506706758,3.060029439,0,3.163510785,0,3.540258269,0,0,4.969816412
Otu499,3.619398296,2.245825348,3.207853546,3.16895382,3.233757319,4.106641479,0,3.938155551,4.340145885,0
Otu5,6.789260735,5.072593212,6.117989373,6.619811496,6.625175442,6.543029282,6.711801479,7.051093605,7.277090561,7.43961012
Otu50,5.745561299,3.870024591,4.978699514,5.557648768,5.677168663,5.512040139,5.751493437,6.05282037,6.246857506,6.438056666
Otu500,4.421141617,2.579018812,3.469791723,3.439315835,3.711063048,3.262051956,3.524021159,4.249349091,4.655480522,4.967699198
Otu5009,3.786338688,0,3.088748319,3.109619011,0,3.741809552,0,0,0,0
Otu501,4.739198144,2.683023517,3.620621469,4.101730302,4.502730362,4.324552365,4.34477973,4.656975098,4.837962801,4.969816412
Otu5026,0,1.885218079,2.549165074,3.140558765,0,0,0,3.9513206,4.382322691,0
Otu503,4.563019762,2.82378219,3.811757072,4.67342221,4.417412313,4.215314479,4.250318165,4.856106984,5.247445299,5.264506749
Otu504,4.630041057,2.912494235,3.754985302,4.199864371,4.257988351,4.260068466,4.326094497,4.792388878,5.180935463,0
Otu5040,0,1.885218079,3.06557134,3.914681424,0,3.853927989,3.551860032,3.9656225,0,0
Otu5042,4.261671402,2.508201163,3.71112795,4.233329633,3.81273651,3.737282163,3.858427317,3.9513206,4.960095834,5.434084069
Otu505,4.328302886,2.540069429,3.464748134,4.234176526,3.464540483,3.56362086,4.048548133,4.549924515,4.382322691,4.947554523
Otu5054,0,1.774944105,2.631645359,3.732176384,3.714676494,3.712970802,3.524021159,4.245935647,4.340145885,0
Otu5055,0,2.252065359,2.549165074,3.749551839,0,0,3.524021159,3.9656225,0,0
Otu5057,4.876150831,3.330850834,4.335215089,5.052956026,4.733346728,4.837235522,4.757329081,5.221539871,5.592981573,5.809977862
Otu506,4.329104121,2.531240815,3.515798284,4.055826639,4.327793302,4.091283916,4.254709407,4.259275384,4.826862131,0
Otu5060,6.300936978,4.524308187,5.501301888,5.980770945,5.972569101,5.961977192,6.060103657,6.331310569,6.713897612,6.720835434
Otu507,4.722894432,2.734104716,4.17372068,4.711974448,4.813993884,4.530982966,4.62512376,5.179341294,5.359493699,5.568167822
Otu509,4.998020898,3.085393543,4.201849787,4.770758381,4.858015293,4.65109589,4.87086705,5.125789375,5.349695484,5.656517352
Otu5090,4.453213727,2.586843005,3.414726987,4.050919547,3.930867537,3.856088956,4.330640719,3.9513206,4.325009689,4.969816412
Otu51,0,0,0,0,3.262720171,0,3.58728109,0,0,0
